region,track,reference_depth,start_depth,stop_depth,length,line_blocked_cv_voxels,quadratic_blocked_cv_voxels,quadratic_minus_line_voxels,quadratic_wins,curvature_rms_voxels,curvature_rms_micrometres,candidate_tilt_degrees,spans_old_outer_to_internal
2,143,19,15,34,20,0.6317269006482669,0.8552872838256996,0.22356038317743276,False,0.1180845069687648,0.12753126752626598,18.82846316338202,False
2,153,19,15,45,31,0.6886627531710715,0.9086243257092113,0.21996157253813975,False,0.1988382230619031,0.21474528090685535,19.827863198528675,False
2,163,19,14,60,47,0.8973517894080612,0.6520671018578158,-0.24528468755024535,True,0.5408223264366446,0.5840881125515762,23.30292169304355,False
2,184,19,12,32,21,1.0033704254602744,1.7252173876307533,0.7218469621704788,False,0.2981349605300845,0.32198575737249124,19.479175406035917,False
2,190,19,14,45,32,2.2736337532477475,1.8770795466098709,-0.39655420663787666,True,1.1094584960633829,1.1982151757484536,8.02009750890262,False
2,209,19,15,41,27,0.5247795690692337,0.6079429770546371,0.08316340798540334,False,0.0697016997844055,0.07527783576715795,17.360559446451905,False
2,226,19,12,28,17,0.6219283727345349,0.9218750867266247,0.2999467139920897,False,0.39622183693739166,0.427919583892383,20.121749587267107,False
2,236,19,13,33,21,1.9639995387422093,1.3657177090119788,-0.5982818297302306,True,0.9131126055641586,0.9861616140092914,24.411148848877797,False
2,238,19,7,22,16,2.772614905192004,0.888470103425353,-1.884144801766651,True,1.4460189360120248,1.5617004508929868,19.284683577937457,True
2,241,19,0,21,22,1.7700806373078988,1.3810208100597992,-0.3890598272480996,True,0.7885377263033077,0.8516207444075723,21.092017723567526,True
2,247,19,14,41,28,0.7156684255923554,0.9228602848185294,0.207191859226174,False,0.20165242715619475,0.21778462132869034,19.031266127094398,False
2,253,19,9,27,19,1.374166018794987,1.0105442465431207,-0.3636217722518662,True,0.9566518141811181,1.0331839593156076,16.79141883194137,False
2,257,19,14,35,22,0.6267051231310865,0.6262000362386063,-0.0005050868924801888,True,0.31066171752563726,0.3355146549276883,16.682734796175207,False
2,258,19,7,22,16,1.6346783008280488,1.1215480769005066,-0.5131302239275422,True,0.7789268680860423,0.8412410175329257,6.1279741293609895,True
2,270,19,7,22,16,1.7779320872206545,0.8939906160394622,-0.8839414711811924,True,0.9548006835136372,1.0311847381947283,19.250411013317358,True
2,279,19,7,22,16,1.448256440665943,0.47556140018682425,-0.9726950404791188,True,0.6977683639832947,0.7535898331019583,7.74133265333305,True
3,19,13,4,23,20,4.2295978995562376,1.1864733173728212,-3.0431245821834163,True,2.929048677693801,3.163372571909305,12.482033167367405,False
3,41,13,11,27,17,1.1937821488680134,1.3563212682457944,0.16253911937778098,False,0.5057941459567633,0.5462576776333045,20.35882009643376,False
3,45,13,12,29,18,0.8469958647722305,1.1570120394728902,0.3100161747006597,False,0.360362803294248,0.3891918275577879,41.37613364234781,False
3,97,13,13,29,17,1.0334929687517802,1.0640171726668997,0.030524203915119452,False,0.38745896048905265,0.4184556773281769,36.34201043122745,False
3,109,13,1,19,19,1.1807392060891537,1.185997151733585,0.005257945644431272,False,0.48297520761714713,0.5216132242265189,35.173271107815886,False
3,172,13,9,28,20,1.0484109285052265,0.7785596952193005,-0.2698512332859261,True,0.5739463783350435,0.619862088601847,32.39319978894928,False
3,174,13,0,17,18,1.7153034870604933,1.6630487849608966,-0.052254702099596706,True,0.9389955932143587,1.0141152406715075,21.276015315225344,False
3,186,13,9,23,15,1.7340543372237465,1.214237287541875,-0.5198170496818715,True,0.764720039758659,0.8258976429393518,9.5624864395328,False
3,197,13,10,47,38,1.9716016858364172,1.2355175032185004,-0.7360841826179167,True,1.4813877119901122,1.5998987289493214,45.2975534671448,False
3,201,13,10,24,15,0.9428090415820399,1.2832141201846448,0.3404050786026048,False,0.34473601753239014,0.3723148989349814,14.707978322972162,False
3,205,13,0,15,16,1.1013138775608118,1.084873381575962,-0.016440495984849868,True,0.5363718536669905,0.5792816019603497,19.468260819880896,False
3,227,13,0,16,17,1.9100538397274889,2.310730030801547,0.40067619107405816,False,0.2722661887881344,0.2940474838911852,16.552797545924676,False
3,243,13,7,23,17,0.9912000677976206,1.440871161652385,0.44967109385476445,False,0.13921277922514405,0.15034980156315558,12.887234470176368,False
3,249,13,11,25,15,1.2456001645999042,1.3461603035958642,0.10056013899596006,False,0.6100751570025578,0.6588811695627624,12.290257393897573,False
