heldout_block,training_facets,edge_depth_norm_pitch,edge_depth_um_at_global_median_pitch
0,92,0.8399999999999999,48.03050153833159
1,100,1.0399999999999998,59.466335237934345
2,108,0.8399999999999999,48.03050153833159
3,71,0.8399999999999999,48.03050153833159
4,93,1.0799999999999998,61.7535019778549
