offset_y_vox,offset_z_vox,median_normal_change_degrees,p95_normal_change_degrees,maximum_normal_change_degrees,maximum_pairwise_span_degrees,median_adjacent_normal_angle_degrees,p95_adjacent_normal_angle_degrees,spherical_hull_solid_angle_sr,single_hemisphere
-0.5,-0.5,0.7504971603034218,1.0550140995097235,1.6775506669784501,34.364364471578014,2.3536553810278837,4.542928854663273,0.16456591071468887,True
-0.5,0.0,0.4522708196293138,0.6849832909456033,1.0661837118759834,34.40500345045858,2.3559238253301658,4.6118234211445825,0.1678826170557875,True
-0.5,0.5,0.5752250724436716,0.8756309183331226,1.7512560598834503,34.4952364334538,2.3417058121707033,4.566898941829705,0.16772607871155745,True
0.0,-0.5,0.5165096226381956,0.7746622945639943,2.2237696969604914,34.540192490198905,2.3034458512337563,4.56722579421249,0.16389709346397893,True
0.0,0.5,0.4851867414293681,0.7032393946861096,1.0955775989661711,34.72278381369518,2.3221327578010906,4.540484810694032,0.1670584096210497,True
0.5,-0.5,0.5818175430041337,0.9411593575184896,3.181729562111729,34.78287186772183,2.2834689398304016,4.493752882541198,0.16402861998045387,True
0.5,0.0,0.4261000984870073,0.7167066729624467,1.0430558417230196,34.881084830877555,2.295813783168546,4.602874189559368,0.16472868899134127,True
0.5,0.5,0.6969598757964497,1.0127730620095015,1.072596403107424,34.93595299182572,2.307663841288675,4.477870273069116,0.16527046083213948,True
