specimen,lens_id,z,x,radius_voxels,method,target_valid,mae_voxels,mae_um,nonpositive_thickness_fraction
RED3_25_F_36,0,218,379,28.292908891247624,outer_ellipsoid,True,18.439661715446714,5.9928900575201824,0.0
RED3_25_F_36,0,218,379,28.292908891247624,frozen_training_template,True,3.7967950556628733,1.2339583930904339,0.0
RED3_25_F_36,0,218,379,28.292908891247624,frozen_outer_geometry,True,5.040444997770513,1.638144624275417,0.0
RED3_25_F_36,1,223,325,37.863074746550986,outer_ellipsoid,True,50.135144507601616,16.293921964970526,0.0
RED3_25_F_36,1,223,325,37.863074746550986,frozen_training_template,True,16.851855982483205,5.476853194307042,0.0
RED3_25_F_36,1,223,325,37.863074746550986,frozen_outer_geometry,True,7.965892563439544,2.588915083117852,0.04938271604938271
RED3_25_F_36,2,269,411,29.85275333910605,outer_ellipsoid,True,25.61550861268665,8.325040299123161,0.0
RED3_25_F_36,2,269,411,29.85275333910605,frozen_training_template,True,4.32555787229175,1.4058063084948187,0.0
RED3_25_F_36,2,269,411,29.85275333910605,frozen_outer_geometry,True,6.3563883444710285,2.0658262119530844,0.0
RED3_25_F_36,3,275,364,28.8152898686201,outer_ellipsoid,True,19.84997105811695,6.451240593888008,0.0
RED3_25_F_36,3,275,364,28.8152898686201,frozen_training_template,True,5.051506827203694,1.6417397188412006,0.0
RED3_25_F_36,3,275,364,28.8152898686201,frozen_outer_geometry,True,5.0382980692185075,1.637446872496015,0.0
RED3_25_F_36,4,276,312,28.136296690277998,outer_ellipsoid,True,11.804563162134459,3.836483027693699,0.0
RED3_25_F_36,4,276,312,28.136296690277998,frozen_training_template,True,3.3786372657916712,1.0980571113822932,0.0
RED3_25_F_36,4,276,312,28.136296690277998,frozen_outer_geometry,True,4.972989517345236,1.6162215931372017,0.0
RED3_25_F_36,5,281,258,38.20498944316984,outer_ellipsoid,True,51.30621574887014,16.674520118382794,0.0
RED3_25_F_36,5,281,258,38.20498944316984,frozen_training_template,True,17.14141453600134,5.570959724200435,0.0
RED3_25_F_36,5,281,258,38.20498944316984,frozen_outer_geometry,True,7.8445404765766975,2.5494756548874267,0.037037037037037035
