cone_id,method,normalised_mae,correlation,path_shift_voxels,straight_fit_rmse_voxels,quadratic_fit_rmse_voxels
8,local_depth_background,0.26795819875854676,0.2753653431830522,3.7201670985406308,0.4199171912703147,0.3226622662783499
8,surface_normal_static,0.26490230709465584,0.26957829049749954,3.7201670985406308,0.4199171912703147,0.3226622662783499
8,oracle_fitted_straight_axis,0.1676127519676119,0.8176857224119352,3.7201670985406308,0.4199171912703147,0.3226622662783499
8,oracle_fitted_quadratic_axis,0.17426694362438974,0.804222843914765,3.7201670985406308,0.4199171912703147,0.3226622662783499
8,raw_manual_path,0.17930520154895122,0.7853253299754651,3.7201670985406308,0.4199171912703147,0.3226622662783499
8,permuted_quadratic_axis,0.25795024111148274,0.3712954744009094,3.7201670985406308,0.4199171912703147,0.3226622662783499
9,local_depth_background,0.33044927944458996,0.3285859976896382,1.5044333392115254,0.6808087409513146,0.25088564954745085
9,surface_normal_static,0.2715327024997694,0.4009952146493309,1.5044333392115254,0.6808087409513146,0.25088564954745085
9,oracle_fitted_straight_axis,0.22093139261243763,0.7219200504291854,1.5044333392115254,0.6808087409513146,0.25088564954745085
9,oracle_fitted_quadratic_axis,0.20525711579726236,0.7635809832875058,1.5044333392115254,0.6808087409513146,0.25088564954745085
9,raw_manual_path,0.2173704721123484,0.723226222949658,1.5044333392115254,0.6808087409513146,0.25088564954745085
9,permuted_quadratic_axis,0.36922670585628575,-0.08184853390595305,1.5044333392115254,0.6808087409513146,0.25088564954745085
10,local_depth_background,0.2616521148165736,0.1061405328465676,5.056123140779618,0.3143646724371281,0.26534600117418333
10,surface_normal_static,0.29253144653901436,0.2494972014171659,5.056123140779618,0.3143646724371281,0.26534600117418333
10,oracle_fitted_straight_axis,0.18103343267848526,0.8375792534037072,5.056123140779618,0.3143646724371281,0.26534600117418333
10,oracle_fitted_quadratic_axis,0.1791201832971854,0.847979879310294,5.056123140779618,0.3143646724371281,0.26534600117418333
10,raw_manual_path,0.20160832349079083,0.8341517175753477,5.056123140779618,0.3143646724371281,0.26534600117418333
10,permuted_quadratic_axis,0.3110350039641579,0.21342750132765287,5.056123140779618,0.3143646724371281,0.26534600117418333
11,local_depth_background,0.25894292602076996,0.29971615583999756,4.447046146630437,0.510209912024315,0.4585343389911382
11,surface_normal_static,0.3594692966762133,0.11625107121528133,4.447046146630437,0.510209912024315,0.4585343389911382
11,oracle_fitted_straight_axis,0.23284330052501226,0.7999978131666867,4.447046146630437,0.510209912024315,0.4585343389911382
11,oracle_fitted_quadratic_axis,0.23484825625973965,0.7786804830671049,4.447046146630437,0.510209912024315,0.4585343389911382
11,raw_manual_path,0.26454671299267973,0.7358898443887919,4.447046146630437,0.510209912024315,0.4585343389911382
11,permuted_quadratic_axis,0.22891728439810646,0.6725339188954268,4.447046146630437,0.510209912024315,0.4585343389911382
12,local_depth_background,0.5069803539702266,0.22173270295458813,5.893129109971991,0.4586627619985573,0.33731939902649566
12,surface_normal_static,0.6854247449855767,-0.12814880208839521,5.893129109971991,0.4586627619985573,0.33731939902649566
12,oracle_fitted_straight_axis,0.37309192733891294,0.8174219211202615,5.893129109971991,0.4586627619985573,0.33731939902649566
12,oracle_fitted_quadratic_axis,0.3620951850879179,0.8317199058206406,5.893129109971991,0.4586627619985573,0.33731939902649566
12,raw_manual_path,0.3542330590488594,0.8199972974994663,5.893129109971991,0.4586627619985573,0.33731939902649566
12,permuted_quadratic_axis,0.5802949794705262,0.2236373557399867,5.893129109971991,0.4586627619985573,0.33731939902649566
