specimen,lens_id,z,x,radius_voxels,method,target_valid,mae_voxels,mae_um,nonpositive_thickness_fraction
RED3_25_M_27,0,482,185,25.21372805962103,outer_ellipsoid,True,11.064289992359912,3.5958942475169717,0.0
RED3_25_M_27,0,482,185,25.21372805962103,frozen_training_template,True,5.081408278356184,1.6514576904657599,0.0
RED3_25_M_27,0,482,185,25.21372805962103,frozen_outer_geometry,True,1.873781553769449,0.608979004975071,0.0
RED3_25_M_27,1,485,60,23.92448996093476,outer_ellipsoid,True,19.352751502892115,6.289644238439938,0.0
RED3_25_M_27,1,485,60,23.92448996093476,frozen_training_template,True,3.603056083598897,1.1709932271696417,0.0
RED3_25_M_27,1,485,60,23.92448996093476,frozen_outer_geometry,True,2.2807643259927897,0.7412484059476566,0.0
RED3_25_M_27,2,492,263,23.2813586215081,outer_ellipsoid,True,10.180535104649985,3.3086739090112456,0.0
RED3_25_M_27,2,492,263,23.2813586215081,frozen_training_template,True,2.0718483001467742,0.6733506975477016,0.0
RED3_25_M_27,2,492,263,23.2813586215081,frozen_outer_geometry,True,2.595533110577387,0.8435482609376508,0.0
RED3_25_M_27,3,501,137,24.82323827983548,outer_ellipsoid,True,19.90001296382467,6.467504213243018,0.0
RED3_25_M_27,3,501,137,24.82323827983548,frozen_training_template,True,4.724844491826473,1.5355744598436039,0.0
RED3_25_M_27,3,501,137,24.82323827983548,frozen_outer_geometry,True,2.5588299965996093,0.831619748894873,0.0
RED3_25_M_27,4,514,219,24.016415521506808,outer_ellipsoid,True,6.201272403285656,2.0154135310678383,0.0
RED3_25_M_27,4,514,219,24.016415521506808,frozen_training_template,True,4.507819006646352,1.4650411771600647,0.0
RED3_25_M_27,4,514,219,24.016415521506808,frozen_outer_geometry,True,2.1151429299364946,0.6874214522293608,0.0
RED3_25_M_27,5,520,299,23.15441352453454,outer_ellipsoid,True,7.402485029966646,2.4058076347391597,0.0
RED3_25_M_27,5,520,299,23.15441352453454,frozen_training_template,True,3.6706334180102154,1.19295586085332,0.0
RED3_25_M_27,5,520,299,23.15441352453454,frozen_outer_geometry,True,3.8164176568581842,1.24033573847891,0.0
RED3_25_M_27,6,521,93,24.438690255709787,outer_ellipsoid,True,24.698225819007096,8.026923391177306,0.0
RED3_25_M_27,6,521,93,24.438690255709787,frozen_training_template,True,4.973246842932943,1.6163052239532063,0.0
RED3_25_M_27,6,521,93,24.438690255709787,frozen_outer_geometry,True,3.1454500448960445,1.0222712645912144,0.0
RED3_25_M_27,7,532,170,25.25693875187189,outer_ellipsoid,True,17.91604062749068,5.822713203934471,0.0
RED3_25_M_27,7,532,170,25.25693875187189,frozen_training_template,True,6.268184041127912,2.037159813366572,0.0
RED3_25_M_27,7,532,170,25.25693875187189,frozen_outer_geometry,True,3.615699739658822,1.1751024153891172,0.0
RED3_25_M_27,8,539,50,25.714862450103354,outer_ellipsoid,True,18.703740602779664,6.078715695903391,0.0
RED3_25_M_27,8,539,50,25.714862450103354,frozen_training_template,True,5.120230978089331,1.6640750678790326,0.0
RED3_25_M_27,8,539,50,25.714862450103354,frozen_outer_geometry,True,2.0678800599381053,0.6720610194798843,0.0
RED3_25_M_27,9,539,256,23.632263644059883,outer_ellipsoid,True,6.60005169476617,2.1450168007990054,0.0
RED3_25_M_27,9,539,256,23.632263644059883,frozen_training_template,True,2.322762112709723,0.7548976866306599,0.0
RED3_25_M_27,9,539,256,23.632263644059883,frozen_outer_geometry,True,1.315070294656105,0.42739784576323414,0.0
