specimen,lens_id,z,x,radius_voxels,method,target_valid,mae_voxels,mae_um,nonpositive_thickness_fraction
RED3_25_M_26,0,674,151,31.10456122152511,outer_ellipsoid,True,30.146498692562325,9.797612075082755,0.0
RED3_25_M_26,0,674,151,31.10456122152511,frozen_training_template,True,9.3510857430656,3.0391028664963198,0.0
RED3_25_M_26,0,674,151,31.10456122152511,frozen_outer_geometry,True,3.831406643241991,1.245207159053647,0.0
RED3_25_M_26,1,681,106,24.036033019484655,outer_ellipsoid,True,15.404623457903819,5.006502623818741,0.0
RED3_25_M_26,1,681,106,24.036033019484655,frozen_training_template,True,4.605195380512367,1.4966884986665192,0.0
RED3_25_M_26,1,681,106,24.036033019484655,frozen_outer_geometry,True,3.3327607009195326,1.083147227798848,0.0
RED3_25_M_26,2,689,66,24.45138517547584,outer_ellipsoid,True,28.009512086068046,9.103091427972116,0.0
RED3_25_M_26,2,689,66,24.45138517547584,frozen_training_template,True,5.377599358666997,1.747719791566774,0.0
RED3_25_M_26,2,689,66,24.45138517547584,frozen_outer_geometry,True,3.818733686558618,1.241088448131551,0.0
RED3_25_M_26,3,715,172,26.163797813716798,outer_ellipsoid,True,17.75244018632624,5.769543060556028,0.0
RED3_25_M_26,3,715,172,26.163797813716798,frozen_training_template,True,5.778213403152525,1.8779193560245706,0.0
RED3_25_M_26,3,715,172,26.163797813716798,frozen_outer_geometry,True,2.849223922323194,0.9259977747550381,0.0
RED3_25_M_26,4,726,129,25.189158297983,outer_ellipsoid,True,18.046617097388317,5.865150556651203,0.0
RED3_25_M_26,4,726,129,25.189158297983,frozen_training_template,True,5.058462022050612,1.6440001571664489,0.0
RED3_25_M_26,4,726,129,25.189158297983,frozen_outer_geometry,True,3.129468980626814,1.0170774187037146,0.0
RED3_25_M_26,5,734,86,23.53882803868794,outer_ellipsoid,False,,,0.0
RED3_25_M_26,5,734,86,23.53882803868794,frozen_training_template,False,,,0.0
RED3_25_M_26,5,734,86,23.53882803868794,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,6,734,245,31.72755984187986,outer_ellipsoid,True,33.9936505434683,11.047936426627198,0.0
RED3_25_M_26,6,734,245,31.72755984187986,frozen_training_template,True,11.218100581180428,3.6458826888836393,0.0
RED3_25_M_26,6,734,245,31.72755984187986,frozen_outer_geometry,True,4.530846238713662,1.4725250275819401,0.0
RED3_25_M_26,7,735,49,22.137887678884034,outer_ellipsoid,False,,,0.0
RED3_25_M_26,7,735,49,22.137887678884034,frozen_training_template,False,,,0.0
RED3_25_M_26,7,735,49,22.137887678884034,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,8,756,202,23.707674799865163,outer_ellipsoid,True,13.330212473231308,4.332319053800175,0.0
RED3_25_M_26,8,756,202,23.707674799865163,frozen_training_template,True,5.250392397847782,1.7063775293005292,0.0
RED3_25_M_26,8,756,202,23.707674799865163,frozen_outer_geometry,True,3.2687227409664628,1.0623348908141004,0.0
RED3_25_M_26,9,762,279,24.025596982176737,outer_ellipsoid,True,10.873487707600928,3.533883504970302,0.0
RED3_25_M_26,9,762,279,24.025596982176737,frozen_training_template,True,4.924869365528734,1.6005825437968384,0.0
RED3_25_M_26,9,762,279,24.025596982176737,frozen_outer_geometry,True,3.1488427352087762,1.0233738889428523,0.0
RED3_25_M_26,10,767,158,24.272921174747687,outer_ellipsoid,True,19.984190088639668,6.494861778807892,0.0
RED3_25_M_26,10,767,158,24.272921174747687,frozen_training_template,True,5.501598217761362,1.7880194207724427,0.0
RED3_25_M_26,10,767,158,24.272921174747687,frozen_outer_geometry,True,3.3572895563868954,1.091119105825741,0.0
RED3_25_M_26,11,775,43,21.96514379920804,outer_ellipsoid,False,,,0.0
RED3_25_M_26,11,775,43,21.96514379920804,frozen_training_template,False,,,0.0
RED3_25_M_26,11,775,43,21.96514379920804,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,12,775,114,23.59253147480536,outer_ellipsoid,False,,,0.0
RED3_25_M_26,12,775,114,23.59253147480536,frozen_training_template,False,,,0.0
RED3_25_M_26,12,775,114,23.59253147480536,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,13,778,77,20.485823012142777,outer_ellipsoid,True,28.137188118344906,9.144586138462095,0.0
RED3_25_M_26,13,778,77,20.485823012142777,frozen_training_template,True,7.797756577283738,2.534270887617215,0.0
RED3_25_M_26,13,778,77,20.485823012142777,frozen_outer_geometry,True,6.145353271125341,1.9972398131157358,0.0
RED3_25_M_26,14,780,321,27.244153799520376,outer_ellipsoid,True,15.356729658057132,4.990937138868568,0.0
RED3_25_M_26,14,780,321,27.244153799520376,frozen_training_template,True,5.1842070325691525,1.6848672855849747,0.0
RED3_25_M_26,14,780,321,27.244153799520376,frozen_outer_geometry,True,1.9576083318203326,0.6362227078416081,0.0
RED3_25_M_26,15,785,238,23.31228729524005,outer_ellipsoid,True,14.899928786774819,4.8424768557018165,0.0
RED3_25_M_26,15,785,238,23.31228729524005,frozen_training_template,True,5.1363916207720175,1.6693272767509058,0.0
RED3_25_M_26,15,785,238,23.31228729524005,frozen_outer_geometry,True,3.669000422894855,1.192425137440828,0.0
RED3_25_M_26,16,802,195,23.45662371451731,outer_ellipsoid,True,19.26490408756671,6.261093828459181,0.0
RED3_25_M_26,16,802,195,23.45662371451731,frozen_training_template,True,4.776121759284674,1.552239571767519,0.0
RED3_25_M_26,16,802,195,23.45662371451731,frozen_outer_geometry,True,3.914605784046972,1.272246879815266,0.0
RED3_25_M_26,17,804,360,25.27347655653312,outer_ellipsoid,True,13.169638905188371,4.280132644186221,0.0
RED3_25_M_26,17,804,360,25.27347655653312,frozen_training_template,True,6.1628341636349715,2.002921103181366,0.0
RED3_25_M_26,17,804,360,25.27347655653312,frozen_outer_geometry,True,2.612420574306512,0.8490366866496164,0.0
RED3_25_M_26,18,806,42,24.474321925223084,outer_ellipsoid,False,,,0.0
RED3_25_M_26,18,806,42,24.474321925223084,frozen_training_template,False,,,0.0
RED3_25_M_26,18,806,42,24.474321925223084,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,19,811,276,23.14325455735318,outer_ellipsoid,True,18.615649510911464,6.050086091046226,0.0
RED3_25_M_26,19,811,276,23.14325455735318,frozen_training_template,True,5.579669341511762,1.8133925359913228,0.0
RED3_25_M_26,19,811,276,23.14325455735318,frozen_outer_geometry,True,3.576071542855818,1.1622232514281408,0.0
RED3_25_M_26,20,813,149,23.542275235643434,outer_ellipsoid,True,29.42960669087719,9.564622174535087,0.0
RED3_25_M_26,20,813,149,23.542275235643434,frozen_training_template,True,4.870350666098478,1.5828639664820054,0.0
RED3_25_M_26,20,813,149,23.542275235643434,frozen_outer_geometry,True,4.666588497808104,1.516641261787634,0.0
RED3_25_M_26,21,814,74,18.311551530729513,outer_ellipsoid,False,,,0.0
RED3_25_M_26,21,814,74,18.311551530729513,frozen_training_template,False,,,0.0
RED3_25_M_26,21,814,74,18.311551530729513,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,22,816,405,29.316414763936933,outer_ellipsoid,True,23.476252731270712,7.629782137662982,0.0
RED3_25_M_26,22,816,405,29.316414763936933,frozen_training_template,True,8.813481067292194,2.8643813468699633,0.0
RED3_25_M_26,22,816,405,29.316414763936933,frozen_outer_geometry,True,2.442935553521798,0.7939540548945844,0.0
RED3_25_M_26,23,817,111,20.079238222985047,outer_ellipsoid,False,,,0.0
RED3_25_M_26,23,817,111,20.079238222985047,frozen_training_template,False,,,0.0
RED3_25_M_26,23,817,111,20.079238222985047,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,24,833,235,23.16766211919117,outer_ellipsoid,True,25.401125602796572,8.255365820908887,0.0
RED3_25_M_26,24,833,235,23.16766211919117,frozen_training_template,True,4.576445468027511,1.487344777108941,0.0
RED3_25_M_26,24,833,235,23.16766211919117,frozen_outer_geometry,True,4.426417379412688,1.4385856483091235,0.0
RED3_25_M_26,25,834,315,23.205188625584082,outer_ellipsoid,True,22.04318209015839,7.164034179301477,0.0
RED3_25_M_26,25,834,315,23.205188625584082,frozen_training_template,True,5.5314607884418505,1.7977247562436014,0.0
RED3_25_M_26,25,834,315,23.205188625584082,frozen_outer_geometry,True,3.796197436063868,1.233764166720757,0.0
RED3_25_M_26,26,845,78,24.0883970139068,outer_ellipsoid,False,,,0.0
RED3_25_M_26,26,845,78,24.0883970139068,frozen_training_template,False,,,0.0
RED3_25_M_26,26,845,78,24.0883970139068,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,27,847,195,22.774430571616108,outer_ellipsoid,False,,,0.0
RED3_25_M_26,27,847,195,22.774430571616108,frozen_training_template,False,,,0.0
RED3_25_M_26,27,847,195,22.774430571616108,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,28,850,149,20.774430571616108,outer_ellipsoid,False,,,0.0
RED3_25_M_26,28,850,149,20.774430571616108,frozen_training_template,False,,,0.0
RED3_25_M_26,28,850,149,20.774430571616108,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,29,851,359,23.71933685694732,outer_ellipsoid,True,23.968935210636495,7.789903943456861,0.0
RED3_25_M_26,29,851,359,23.71933685694732,frozen_training_template,True,5.289736949539914,1.719164508600472,0.0
RED3_25_M_26,29,851,359,23.71933685694732,frozen_outer_geometry,True,4.077386199878208,1.3251505149604177,0.0
RED3_25_M_26,30,852,113,21.91736608922391,outer_ellipsoid,False,,,0.0
RED3_25_M_26,30,852,113,21.91736608922391,frozen_training_template,False,,,0.0
RED3_25_M_26,30,852,113,21.91736608922391,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,31,856,275,22.665489645440225,outer_ellipsoid,True,26.570999695499655,8.635574901037389,0.0
RED3_25_M_26,31,856,275,22.665489645440225,frozen_training_template,True,4.727588265980997,1.536466186443824,0.0
RED3_25_M_26,31,856,275,22.665489645440225,frozen_outer_geometry,True,4.2896707492178265,1.3941429934957936,0.0
RED3_25_M_26,32,858,408,22.901120306478234,outer_ellipsoid,False,,,0.0
RED3_25_M_26,32,858,408,22.901120306478234,frozen_training_template,False,,,0.0
RED3_25_M_26,32,858,408,22.901120306478234,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,33,874,235,21.215856099730654,outer_ellipsoid,False,,,0.0
RED3_25_M_26,33,874,235,21.215856099730654,frozen_training_template,False,,,0.0
RED3_25_M_26,33,874,235,21.215856099730654,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,34,877,319,22.99765535461883,outer_ellipsoid,False,,,0.0
RED3_25_M_26,34,877,319,22.99765535461883,frozen_training_template,False,,,0.0
RED3_25_M_26,34,877,319,22.99765535461883,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,35,881,196,20.158854705284412,outer_ellipsoid,False,,,0.0
RED3_25_M_26,35,881,196,20.158854705284412,frozen_training_template,False,,,0.0
RED3_25_M_26,35,881,196,20.158854705284412,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,36,882,155,26.19117016648225,outer_ellipsoid,False,,,0.0
RED3_25_M_26,36,882,155,26.19117016648225,frozen_training_template,False,,,0.0
RED3_25_M_26,36,882,155,26.19117016648225,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,37,893,365,23.139714738558652,outer_ellipsoid,False,,,0.0
RED3_25_M_26,37,893,365,23.139714738558652,frozen_training_template,False,,,0.0
RED3_25_M_26,37,893,365,23.139714738558652,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,38,896,279,21.3481973082895,outer_ellipsoid,False,,,0.0
RED3_25_M_26,38,896,279,21.3481973082895,frozen_training_template,False,,,0.0
RED3_25_M_26,38,896,279,21.3481973082895,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,39,899,412,22.144022702505126,outer_ellipsoid,False,,,0.0
RED3_25_M_26,39,899,412,22.144022702505126,frozen_training_template,False,,,0.0
RED3_25_M_26,39,899,412,22.144022702505126,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,40,909,240,19.308598329641455,outer_ellipsoid,False,,,0.0
RED3_25_M_26,40,909,240,19.308598329641455,frozen_training_template,False,,,0.0
RED3_25_M_26,40,909,240,19.308598329641455,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,41,912,204,25.12973751147298,outer_ellipsoid,False,,,0.0
RED3_25_M_26,41,912,204,25.12973751147298,frozen_training_template,False,,,0.0
RED3_25_M_26,41,912,204,25.12973751147298,frozen_outer_geometry,False,,,0.0
RED3_25_M_26,42,914,325,21.653531675626848,outer_ellipsoid,False,,,0.0
RED3_25_M_26,42,914,325,21.653531675626848,frozen_training_template,False,,,0.0
RED3_25_M_26,42,914,325,21.653531675626848,frozen_outer_geometry,False,,,0.0
