sample,fold,method,mae_intensity,normalised_mae,correlation,centre_error_voxels_affine,centre_error_voxels_translation,centre_error_voxels_outer_only
30,0,background,24.789454277286136,0.22742618603014805,-0.161862021469432,0.5037280360298739,7.105427357601002e-15,1.000000000000007
30,0,global_population,19.017874291005583,0.17447591092665674,0.6276829713314509,0.5037280360298739,7.105427357601002e-15,1.000000000000007
30,0,axisymmetric_population,20.365992414652858,0.18684396710690696,0.5121538559103288,0.5037280360298739,7.105427357601002e-15,1.000000000000007
30,0,nearest_cone,21.09404244153076,0.19352332515165835,0.607176141134125,0.5037280360298739,7.105427357601002e-15,1.000000000000007
30,0,local_population,17.542976907250786,0.16094474226835584,0.7015174978955964,0.5037280360298739,7.105427357601002e-15,1.000000000000007
31,0,background,24.448746312684367,0.22430042488701254,-0.05645128403962718,2.678779618166371,2.8284271247461903,2.23606797749979
31,0,global_population,25.98973493428108,0.23843793517689066,0.2022768267984945,2.678779618166371,2.8284271247461903,2.23606797749979
31,0,axisymmetric_population,24.586335029557386,0.22556270669318704,0.19980445366674143,2.678779618166371,2.8284271247461903,2.23606797749979
31,0,nearest_cone,28.146470229735648,0.2582244975205105,0.23891391100347717,2.678779618166371,2.8284271247461903,2.23606797749979
31,0,local_population,25.34998330572677,0.23256865418097955,0.2639414267743407,2.678779618166371,2.8284271247461903,2.23606797749979
35,0,background,24.136430678466077,0.21744532142762232,-0.02755970470658427,2.3461868553894742,2.0,2.23606797749979
35,0,global_population,25.88449841476264,0.23319367941227603,0.1917101207915023,2.3461868553894742,2.0,2.23606797749979
35,0,axisymmetric_population,23.914705079717944,0.21544779351097246,0.2601180371094119,2.3461868553894742,2.0,2.23606797749979
35,0,nearest_cone,30.755349012494154,0.2770752163287762,0.10788695968444456,2.3461868553894742,2.0,2.23606797749979
35,0,local_population,26.323969872806988,0.2371528817369999,0.21779231985719635,2.3461868553894742,2.0,2.23606797749979
36,0,background,23.019174041297934,0.21923022896474223,-0.06733853946140794,1.4575549800951881,1.4142135623730951,1.0
36,0,global_population,23.372518964410684,0.2225954187086732,0.30106596081949083,1.4575549800951881,1.4142135623730951,1.0
36,0,axisymmetric_population,22.06831645440729,0.2101744424229266,0.28960861289228346,1.4575549800951881,1.4142135623730951,1.0
36,0,nearest_cone,22.175435103122542,0.2111946200297385,0.49679132522707997,1.4575549800951881,1.4142135623730951,1.0
36,0,local_population,22.191330924298512,0.21134600880284296,0.41580273745410873,1.4575549800951881,1.4142135623730951,1.0
38,0,background,23.50405604719764,0.22600053891536193,-0.08368714518036112,0.16997227127080902,0.5,0.5
38,0,global_population,17.684873357602896,0.17004685920772017,0.6589667563579876,0.16997227127080902,0.5,0.5
38,0,axisymmetric_population,18.546009065377724,0.1783270102440166,0.560657468589569,0.16997227127080902,0.5,0.5
38,0,nearest_cone,19.696744498554818,0.18939177402456556,0.6586532091203584,0.16997227127080902,0.5,0.5
38,0,local_population,19.945886331514224,0.19178736857225215,0.5878862251284747,0.16997227127080902,0.5,0.5
39,0,background,24.962389380530972,0.23113323500491642,-0.029086690692273112,2.4075443215622734,2.0,2.23606797749979
39,0,global_population,24.50127540733686,0.226863661179045,0.3031371694766543,2.4075443215622734,2.0,2.23606797749979
39,0,axisymmetric_population,23.47457511912728,0.2173571770289563,0.31261807632041105,2.4075443215622734,2.0,2.23606797749979
39,0,nearest_cone,28.52106588276609,0.2640839433589453,0.2617754642243899,2.4075443215622734,2.0,2.23606797749979
39,0,local_population,24.873298121303097,0.23030831593799164,0.339550509079021,2.4075443215622734,2.0,2.23606797749979
40,0,background,23.2820796460177,0.22173409186683524,-0.07059095101807546,1.6152308871026195,2.23606797749979,1.4142135623730951
40,0,global_population,22.3769224344529,0.21311354699478954,0.37994882030877525,1.6152308871026195,2.23606797749979,1.4142135623730951
40,0,axisymmetric_population,22.845783047556385,0.21757888616720367,0.2407658231282592,1.6152308871026195,2.23606797749979,1.4142135623730951
40,0,nearest_cone,26.46881381448395,0.25208394109032334,0.31401913455755665,1.6152308871026195,2.23606797749979,1.4142135623730951
40,0,local_population,21.093476455587744,0.20089025195797852,0.46623788319446935,1.6152308871026195,2.23606797749979,1.4142135623730951
13,1,background,24.433812684365783,0.23050766683363946,-0.10610910483521581,0.8484075576133006,2.0000000000000018,2.0000000000000018
13,1,global_population,18.624338545824262,0.17570130703607795,0.6057365587382898,0.8484075576133006,2.0000000000000018,2.0000000000000018
13,1,axisymmetric_population,19.698665909082873,0.18583647084040447,0.5183971379667061,0.8484075576133006,2.0000000000000018,2.0000000000000018
13,1,nearest_cone,19.24406936046456,0.18154782415532605,0.630015506422227,0.8484075576133006,2.0000000000000018,2.0000000000000018
13,1,local_population,17.309969321132762,0.163301597369177,0.6827465739544577,0.8484075576133006,2.0000000000000018,2.0000000000000018
14,1,background,24.793325958702066,0.22048311212718602,-0.08623246724779324,1.8298586584469683,2.23606797749979,2.23606797749979
14,1,global_population,19.18882202467251,0.17064314828521576,0.608138910561172,1.8298586584469683,2.23606797749979,2.23606797749979
14,1,axisymmetric_population,20.659523566768534,0.18372186364400656,0.5006580594009425,1.8298586584469683,2.23606797749979,2.23606797749979
14,1,nearest_cone,23.177299178833845,0.20611204249741083,0.47663343148659265,1.8298586584469683,2.23606797749979,2.23606797749979
14,1,local_population,19.233601605081898,0.17104136598561048,0.6118241471044313,1.8298586584469683,2.23606797749979,2.23606797749979
15,1,background,24.63108407079646,0.22190165829546363,-0.07479074631593893,2.7198999167306055,3.3541019662496847,3.3541019662496847
15,1,global_population,21.156792426553217,0.1906017335725515,0.48358406283085104,2.7198999167306055,3.3541019662496847,3.3541019662496847
15,1,axisymmetric_population,22.048567262312474,0.19863574110191418,0.3927795772511927,2.7198999167306055,3.3541019662496847,3.3541019662496847
15,1,nearest_cone,23.531945361140384,0.21199950775802148,0.48228593753174737,2.7198999167306055,3.3541019662496847,3.3541019662496847
15,1,local_population,20.691370002120088,0.18640873875783864,0.534178429223587,2.7198999167306055,3.3541019662496847,3.3541019662496847
