method,reference,eyes,median_eye_advantage_um,eyes_favouring_main,volumes,median_volume_advantage_um,volumes_favouring_main
six_neighbor_depth_shared_shape,axisymmetric_ellipsoid,6,10.776997398856086,6,3,10.776997398856086,3
six_neighbor_depth_shared_shape,same_eye_template,6,0.23279124685587738,6,3,0.1817982157146713,3
six_neighbor_depth_shared_shape,same_eye_outer_ridge,6,0.3688647380951938,6,3,0.3303099452083708,3
six_neighbor_depth_shared_shape,nearest_visible_surface,6,0.08654697692249541,6,3,0.07129880198542049,3
six_neighbor_depth_shared_shape,six_neighbor_surface,6,-0.002398225451920588,1,3,-0.0012637903650082327,1
six_neighbor_depth_shared_shape,graph_harmonic_depth_shared_shape,6,-0.06382145460152261,0,3,-0.038406565849275764,0
