volume,eye,repeat,survival_fraction,n_distal_graph_nodes,n_potential_donors,n_usable_target_qc_donors,n_resolvable_test_lenses,n_target_qc_test_lenses,prediction_available
20240530,1,18,0.2,801,161,159,640,633,True
20240530,1,18,0.4,801,321,316,480,476,True
20240530,1,19,0.01,801,9,9,792,783,True
20240530,1,19,0.02,801,17,17,784,775,True
20240530,1,19,0.05,801,41,40,760,752,True
20240530,1,19,0.1,801,81,79,720,713,True
20240530,1,19,0.2,801,161,159,640,633,True
20240530,1,19,0.4,801,321,317,480,475,True
20240530,1,20,0.01,801,9,9,792,783,True
20240530,1,20,0.02,801,17,16,784,776,True
20240530,1,20,0.05,801,41,40,760,752,True
20240530,1,20,0.1,801,81,80,720,712,True
20240530,1,20,0.2,801,161,160,640,632,True
20240530,1,20,0.4,801,321,319,480,473,True
20240530,1,21,0.01,801,9,9,792,783,True
20240530,1,21,0.02,801,17,16,784,776,True
20240530,1,21,0.05,801,41,40,760,752,True
20240530,1,21,0.1,801,81,79,720,713,True
20240530,1,21,0.2,801,161,158,640,634,True
20240530,1,21,0.4,801,321,318,480,474,True
20240530,1,22,0.01,801,9,9,792,783,True
20240530,1,22,0.02,801,17,17,784,775,True
20240530,1,22,0.05,801,41,41,760,751,True
20240530,1,22,0.1,801,81,80,720,712,True
20240530,1,22,0.2,801,161,159,640,633,True
20240530,1,22,0.4,801,321,318,480,474,True
20240530,1,23,0.01,801,9,9,792,783,True
20240530,1,23,0.02,801,17,17,784,775,True
20240530,1,23,0.05,801,41,41,760,751,True
20240530,1,23,0.1,801,81,81,720,711,True
20240530,1,23,0.2,801,161,161,640,631,True
20240530,1,23,0.4,801,321,319,480,473,True
20240530,1,24,0.01,801,9,9,792,783,True
20240530,1,24,0.02,801,17,17,784,775,True
20240530,1,24,0.05,801,41,40,760,752,True
20240530,1,24,0.1,801,81,80,720,712,True
20240530,1,24,0.2,801,161,158,640,634,True
20240530,1,24,0.4,801,321,315,480,477,True
20240701,0,0,0.01,845,9,9,836,823,True
20240701,0,0,0.02,845,17,17,828,815,True
20240701,0,0,0.05,845,43,42,802,790,True
20240701,0,0,0.1,845,85,84,760,748,True
20240701,0,0,0.2,845,169,166,676,666,True
20240701,0,0,0.4,845,338,332,507,500,True
20240701,0,1,0.01,845,9,9,836,823,True
20240701,0,1,0.02,845,17,17,828,815,True
20240701,0,1,0.05,845,43,43,802,789,True
20240701,0,1,0.1,845,85,84,760,748,True
20240701,0,1,0.2,845,169,164,676,668,True
20240701,0,1,0.4,845,338,332,507,500,True
20240701,0,2,0.01,845,9,9,836,823,True
20240701,0,2,0.02,845,17,17,828,815,True
20240701,0,2,0.05,845,43,42,802,790,True
20240701,0,2,0.1,845,85,83,760,749,True
20240701,0,2,0.2,845,169,164,676,668,True
20240701,0,2,0.4,845,338,331,507,501,True
20240701,0,3,0.01,845,9,9,836,823,True
20240701,0,3,0.02,845,17,17,828,815,True
20240701,0,3,0.05,845,43,43,802,789,True
20240701,0,3,0.1,845,85,83,760,749,True
20240701,0,3,0.2,845,169,165,676,667,True
20240701,0,3,0.4,845,338,331,507,501,True
20240701,0,4,0.01,845,9,9,836,823,True
20240701,0,4,0.02,845,17,17,828,815,True
20240701,0,4,0.05,845,43,43,802,789,True
20240701,0,4,0.1,845,85,84,760,748,True
20240701,0,4,0.2,845,169,164,676,668,True
20240701,0,4,0.4,845,338,329,507,503,True
20240701,0,5,0.01,845,9,9,836,823,True
20240701,0,5,0.02,845,17,17,828,815,True
20240701,0,5,0.05,845,43,43,802,789,True
20240701,0,5,0.1,845,85,85,760,747,True
20240701,0,5,0.2,845,169,168,676,664,True
20240701,0,5,0.4,845,338,334,507,498,True
20240701,0,6,0.01,845,9,9,836,823,True
20240701,0,6,0.02,845,17,16,828,816,True
20240701,0,6,0.05,845,43,41,802,791,True
20240701,0,6,0.1,845,85,83,760,749,True
20240701,0,6,0.2,845,169,167,676,665,True
20240701,0,6,0.4,845,338,333,507,499,True
20240701,0,7,0.01,845,9,9,836,823,True
20240701,0,7,0.02,845,17,17,828,815,True
20240701,0,7,0.05,845,43,43,802,789,True
20240701,0,7,0.1,845,85,84,760,748,True
20240701,0,7,0.2,845,169,166,676,666,True
20240701,0,7,0.4,845,338,332,507,500,True
20240701,0,8,0.01,845,9,9,836,823,True
20240701,0,8,0.02,845,17,17,828,815,True
20240701,0,8,0.05,845,43,42,802,790,True
20240701,0,8,0.1,845,85,84,760,748,True
20240701,0,8,0.2,845,169,165,676,667,True
20240701,0,8,0.4,845,338,330,507,502,True
20240701,0,9,0.01,845,9,9,836,823,True
20240701,0,9,0.02,845,17,17,828,815,True
20240701,0,9,0.05,845,43,43,802,789,True
20240701,0,9,0.1,845,85,85,760,747,True
20240701,0,9,0.2,845,169,167,676,665,True
20240701,0,9,0.4,845,338,332,507,500,True
20240701,0,10,0.01,845,9,9,836,823,True
20240701,0,10,0.02,845,17,17,828,815,True
20240701,0,10,0.05,845,43,43,802,789,True
20240701,0,10,0.1,845,85,85,760,747,True
20240701,0,10,0.2,845,169,167,676,665,True
20240701,0,10,0.4,845,338,335,507,497,True
20240701,0,11,0.01,845,9,9,836,823,True
20240701,0,11,0.02,845,17,17,828,815,True
20240701,0,11,0.05,845,43,43,802,789,True
20240701,0,11,0.1,845,85,85,760,747,True
20240701,0,11,0.2,845,169,166,676,666,True
20240701,0,11,0.4,845,338,331,507,501,True
20240701,0,12,0.01,845,9,9,836,823,True
20240701,0,12,0.02,845,17,17,828,815,True
20240701,0,12,0.05,845,43,42,802,790,True
20240701,0,12,0.1,845,85,84,760,748,True
20240701,0,12,0.2,845,169,166,676,666,True
20240701,0,12,0.4,845,338,332,507,500,True
20240701,0,13,0.01,845,9,9,836,823,True
20240701,0,13,0.02,845,17,17,828,815,True
20240701,0,13,0.05,845,43,43,802,789,True
20240701,0,13,0.1,845,85,85,760,747,True
20240701,0,13,0.2,845,169,167,676,665,True
20240701,0,13,0.4,845,338,332,507,500,True
20240701,0,14,0.01,845,9,9,836,823,True
20240701,0,14,0.02,845,17,17,828,815,True
20240701,0,14,0.05,845,43,42,802,790,True
20240701,0,14,0.1,845,85,83,760,749,True
20240701,0,14,0.2,845,169,165,676,667,True
20240701,0,14,0.4,845,338,331,507,501,True
20240701,0,15,0.01,845,9,9,836,823,True
20240701,0,15,0.02,845,17,17,828,815,True
20240701,0,15,0.05,845,43,43,802,789,True
20240701,0,15,0.1,845,85,85,760,747,True
20240701,0,15,0.2,845,169,168,676,664,True
20240701,0,15,0.4,845,338,337,507,495,True
20240701,0,16,0.01,845,9,8,836,824,True
20240701,0,16,0.02,845,17,16,828,816,True
20240701,0,16,0.05,845,43,42,802,790,True
20240701,0,16,0.1,845,85,84,760,748,True
20240701,0,16,0.2,845,169,166,676,666,True
20240701,0,16,0.4,845,338,333,507,499,True
20240701,0,17,0.01,845,9,9,836,823,True
20240701,0,17,0.02,845,17,17,828,815,True
20240701,0,17,0.05,845,43,41,802,791,True
20240701,0,17,0.1,845,85,83,760,749,True
20240701,0,17,0.2,845,169,165,676,667,True
20240701,0,17,0.4,845,338,333,507,499,True
20240701,0,18,0.01,845,9,9,836,823,True
20240701,0,18,0.02,845,17,17,828,815,True
20240701,0,18,0.05,845,43,43,802,789,True
20240701,0,18,0.1,845,85,83,760,749,True
20240701,0,18,0.2,845,169,166,676,666,True
20240701,0,18,0.4,845,338,331,507,501,True
20240701,0,19,0.01,845,9,9,836,823,True
20240701,0,19,0.02,845,17,17,828,815,True
20240701,0,19,0.05,845,43,43,802,789,True
20240701,0,19,0.1,845,85,84,760,748,True
20240701,0,19,0.2,845,169,166,676,666,True
20240701,0,19,0.4,845,338,330,507,502,True
20240701,0,20,0.01,845,9,9,836,823,True
20240701,0,20,0.02,845,17,17,828,815,True
20240701,0,20,0.05,845,43,42,802,790,True
20240701,0,20,0.1,845,85,84,760,748,True
20240701,0,20,0.2,845,169,167,676,665,True
20240701,0,20,0.4,845,338,332,507,500,True
20240701,0,21,0.01,845,9,9,836,823,True
20240701,0,21,0.02,845,17,17,828,815,True
20240701,0,21,0.05,845,43,43,802,789,True
20240701,0,21,0.1,845,85,85,760,747,True
20240701,0,21,0.2,845,169,168,676,664,True
20240701,0,21,0.4,845,338,335,507,497,True
20240701,0,22,0.01,845,9,9,836,823,True
20240701,0,22,0.02,845,17,17,828,815,True
20240701,0,22,0.05,845,43,42,802,790,True
20240701,0,22,0.1,845,85,84,760,748,True
20240701,0,22,0.2,845,169,166,676,666,True
20240701,0,22,0.4,845,338,333,507,499,True
20240701,0,23,0.01,845,9,9,836,823,True
20240701,0,23,0.02,845,17,17,828,815,True
20240701,0,23,0.05,845,43,43,802,789,True
20240701,0,23,0.1,845,85,85,760,747,True
20240701,0,23,0.2,845,169,169,676,663,True
20240701,0,23,0.4,845,338,337,507,495,True
20240701,0,24,0.01,845,9,9,836,823,True
20240701,0,24,0.02,845,17,17,828,815,True
20240701,0,24,0.05,845,43,43,802,789,True
20240701,0,24,0.1,845,85,85,760,747,True
20240701,0,24,0.2,845,169,166,676,666,True
20240701,0,24,0.4,845,338,332,507,500,True
20240701,1,0,0.01,855,9,9,846,838,True
20240701,1,0,0.02,855,18,18,837,829,True
20240701,1,0,0.05,855,43,42,812,805,True
20240701,1,0,0.1,855,86,85,769,762,True
20240701,1,0,0.2,855,171,170,684,677,True
20240701,1,0,0.4,855,342,341,513,506,True
20240701,1,1,0.01,855,9,9,846,838,True
20240701,1,1,0.02,855,18,18,837,829,True
20240701,1,1,0.05,855,43,43,812,804,True
20240701,1,1,0.1,855,86,86,769,761,True
20240701,1,1,0.2,855,171,170,684,677,True
20240701,1,1,0.4,855,342,340,513,507,True
20240701,1,2,0.01,855,9,8,846,839,True
20240701,1,2,0.02,855,18,17,837,830,True
20240701,1,2,0.05,855,43,42,812,805,True
20240701,1,2,0.1,855,86,85,769,762,True
20240701,1,2,0.2,855,171,169,684,678,True
20240701,1,2,0.4,855,342,338,513,509,True
20240701,1,3,0.01,855,9,9,846,838,True
20240701,1,3,0.02,855,18,18,837,829,True
20240701,1,3,0.05,855,43,43,812,804,True
20240701,1,3,0.1,855,86,86,769,761,True
20240701,1,3,0.2,855,171,169,684,678,True
20240701,1,3,0.4,855,342,337,513,510,True
20240701,1,4,0.01,855,9,9,846,838,True
20240701,1,4,0.02,855,18,18,837,829,True
20240701,1,4,0.05,855,43,43,812,804,True
20240701,1,4,0.1,855,86,86,769,761,True
20240701,1,4,0.2,855,171,171,684,676,True
20240701,1,4,0.4,855,342,339,513,508,True
20240701,1,5,0.01,855,9,9,846,838,True
20240701,1,5,0.02,855,18,18,837,829,True
20240701,1,5,0.05,855,43,43,812,804,True
20240701,1,5,0.1,855,86,86,769,761,True
20240701,1,5,0.2,855,171,171,684,676,True
20240701,1,5,0.4,855,342,341,513,506,True
20240701,1,6,0.01,855,9,9,846,838,True
20240701,1,6,0.02,855,18,18,837,829,True
20240701,1,6,0.05,855,43,43,812,804,True
20240701,1,6,0.1,855,86,86,769,761,True
20240701,1,6,0.2,855,171,169,684,678,True
20240701,1,6,0.4,855,342,338,513,509,True
20240701,1,7,0.01,855,9,9,846,838,True
20240701,1,7,0.02,855,18,18,837,829,True
20240701,1,7,0.05,855,43,43,812,804,True
20240701,1,7,0.1,855,86,86,769,761,True
20240701,1,7,0.2,855,171,169,684,678,True
20240701,1,7,0.4,855,342,340,513,507,True
20240701,1,8,0.01,855,9,9,846,838,True
20240701,1,8,0.02,855,18,18,837,829,True
20240701,1,8,0.05,855,43,43,812,804,True
20240701,1,8,0.1,855,86,86,769,761,True
20240701,1,8,0.2,855,171,170,684,677,True
20240701,1,8,0.4,855,342,340,513,507,True
20240701,1,9,0.01,855,9,9,846,838,True
20240701,1,9,0.02,855,18,18,837,829,True
20240701,1,9,0.05,855,43,43,812,804,True
20240701,1,9,0.1,855,86,86,769,761,True
20240701,1,9,0.2,855,171,170,684,677,True
20240701,1,9,0.4,855,342,339,513,508,True
20240701,1,10,0.01,855,9,9,846,838,True
20240701,1,10,0.02,855,18,18,837,829,True
20240701,1,10,0.05,855,43,42,812,805,True
20240701,1,10,0.1,855,86,85,769,762,True
20240701,1,10,0.2,855,171,169,684,678,True
20240701,1,10,0.4,855,342,339,513,508,True
20240701,1,11,0.01,855,9,9,846,838,True
20240701,1,11,0.02,855,18,18,837,829,True
20240701,1,11,0.05,855,43,43,812,804,True
20240701,1,11,0.1,855,86,86,769,761,True
20240701,1,11,0.2,855,171,171,684,676,True
20240701,1,11,0.4,855,342,339,513,508,True
20240701,1,12,0.01,855,9,8,846,839,True
20240701,1,12,0.02,855,18,17,837,830,True
20240701,1,12,0.05,855,43,42,812,805,True
20240701,1,12,0.1,855,86,85,769,762,True
20240701,1,12,0.2,855,171,170,684,677,True
20240701,1,12,0.4,855,342,337,513,510,True
20240701,1,13,0.01,855,9,8,846,839,True
20240701,1,13,0.02,855,18,17,837,830,True
20240701,1,13,0.05,855,43,42,812,805,True
20240701,1,13,0.1,855,86,85,769,762,True
20240701,1,13,0.2,855,171,170,684,677,True
20240701,1,13,0.4,855,342,341,513,506,True
20240701,1,14,0.01,855,9,9,846,838,True
20240701,1,14,0.02,855,18,18,837,829,True
20240701,1,14,0.05,855,43,43,812,804,True
20240701,1,14,0.1,855,86,86,769,761,True
20240701,1,14,0.2,855,171,169,684,678,True
20240701,1,14,0.4,855,342,337,513,510,True
20240701,1,15,0.01,855,9,9,846,838,True
20240701,1,15,0.02,855,18,18,837,829,True
20240701,1,15,0.05,855,43,43,812,804,True
20240701,1,15,0.1,855,86,86,769,761,True
20240701,1,15,0.2,855,171,169,684,678,True
20240701,1,15,0.4,855,342,339,513,508,True
20240701,1,16,0.01,855,9,8,846,839,True
20240701,1,16,0.02,855,18,16,837,831,True
20240701,1,16,0.05,855,43,41,812,806,True
20240701,1,16,0.1,855,86,83,769,764,True
20240701,1,16,0.2,855,171,166,684,681,True
20240701,1,16,0.4,855,342,336,513,511,True
20240701,1,17,0.01,855,9,9,846,838,True
20240701,1,17,0.02,855,18,17,837,830,True
20240701,1,17,0.05,855,43,42,812,805,True
20240701,1,17,0.1,855,86,85,769,762,True
20240701,1,17,0.2,855,171,170,684,677,True
20240701,1,17,0.4,855,342,340,513,507,True
20240701,1,18,0.01,855,9,9,846,838,True
20240701,1,18,0.02,855,18,18,837,829,True
20240701,1,18,0.05,855,43,43,812,804,True
20240701,1,18,0.1,855,86,86,769,761,True
20240701,1,18,0.2,855,171,168,684,679,True
20240701,1,18,0.4,855,342,339,513,508,True
20240701,1,19,0.01,855,9,9,846,838,True
20240701,1,19,0.02,855,18,18,837,829,True
20240701,1,19,0.05,855,43,42,812,805,True
20240701,1,19,0.1,855,86,85,769,762,True
20240701,1,19,0.2,855,171,168,684,679,True
20240701,1,19,0.4,855,342,337,513,510,True
20240701,1,20,0.01,855,9,9,846,838,True
20240701,1,20,0.02,855,18,18,837,829,True
20240701,1,20,0.05,855,43,43,812,804,True
20240701,1,20,0.1,855,86,85,769,762,True
20240701,1,20,0.2,855,171,170,684,677,True
20240701,1,20,0.4,855,342,340,513,507,True
20240701,1,21,0.01,855,9,9,846,838,True
20240701,1,21,0.02,855,18,18,837,829,True
20240701,1,21,0.05,855,43,43,812,804,True
20240701,1,21,0.1,855,86,85,769,762,True
20240701,1,21,0.2,855,171,170,684,677,True
20240701,1,21,0.4,855,342,338,513,509,True
20240701,1,22,0.01,855,9,9,846,838,True
20240701,1,22,0.02,855,18,17,837,830,True
20240701,1,22,0.05,855,43,42,812,805,True
20240701,1,22,0.1,855,86,84,769,763,True
20240701,1,22,0.2,855,171,169,684,678,True
20240701,1,22,0.4,855,342,340,513,507,True
20240701,1,23,0.01,855,9,9,846,838,True
20240701,1,23,0.02,855,18,18,837,829,True
20240701,1,23,0.05,855,43,43,812,804,True
20240701,1,23,0.1,855,86,86,769,761,True
20240701,1,23,0.2,855,171,170,684,677,True
20240701,1,23,0.4,855,342,339,513,508,True
20240701,1,24,0.01,855,9,9,846,838,True
20240701,1,24,0.02,855,18,18,837,829,True
20240701,1,24,0.05,855,43,43,812,804,True
20240701,1,24,0.1,855,86,86,769,761,True
20240701,1,24,0.2,855,171,170,684,677,True
20240701,1,24,0.4,855,342,341,513,506,True
