volume,eye,repeat,survival_fraction,method,n_test_lenses,median_lens_mae_um,median_normalized_mae
20231107,0,3,0.02,six_neighbor_surface,741,2.124545231368433,0.07782700511805979
20231107,0,3,0.05,donor_template,717,3.232843109850586,0.11033683738468716
20231107,0,3,0.05,nearest_visible_surface,717,1.9341712438350367,0.06864570218625934
20231107,0,3,0.05,six_neighbor_depth_shared_shape,717,1.673165430759992,0.061680173710008786
20231107,0,3,0.05,six_neighbor_surface,717,1.6473931975311866,0.06208431068246295
20231107,0,3,0.1,donor_template,679,3.240391906820355,0.11670294293667492
20231107,0,3,0.1,nearest_visible_surface,679,1.8176081012931935,0.06605625786666924
20231107,0,3,0.1,six_neighbor_depth_shared_shape,679,1.5363490278725411,0.05272462360077488
20231107,0,3,0.1,six_neighbor_surface,679,1.5511976667769523,0.054214060145961154
20231107,0,3,0.2,donor_template,602,2.985860275122434,0.09879480332286573
20231107,0,3,0.2,nearest_visible_surface,602,1.5443321439851223,0.0535255776124395
20231107,0,3,0.2,six_neighbor_depth_shared_shape,602,1.261432182505147,0.04631732488169764
20231107,0,3,0.2,six_neighbor_surface,602,1.299320109209579,0.04728217399102293
20231107,0,3,0.4,donor_template,447,3.0369021491386343,0.10049821148472475
20231107,0,3,0.4,nearest_visible_surface,447,1.3261157796853,0.047463613180371456
20231107,0,3,0.4,six_neighbor_depth_shared_shape,447,1.069776019702377,0.037669956630558867
20231107,0,3,0.4,six_neighbor_surface,447,1.064096708488623,0.037959288434479196
20231107,0,4,0.01,donor_template,749,3.2373383881741296,0.10857824690524646
20231107,0,4,0.01,nearest_visible_surface,749,2.5051235612947598,0.09074154349415696
20231107,0,4,0.01,six_neighbor_depth_shared_shape,749,2.3708013656458737,0.08032499220465832
20231107,0,4,0.01,six_neighbor_surface,749,2.357173568120347,0.08056408484787028
20231107,0,4,0.02,donor_template,741,2.961861310059898,0.09847606720339395
20231107,0,4,0.02,nearest_visible_surface,741,2.746581975245663,0.09176554489429758
20231107,0,4,0.02,six_neighbor_depth_shared_shape,741,2.2112901225006194,0.07554112768625976
20231107,0,4,0.02,six_neighbor_surface,741,2.211371975470815,0.0761467211427781
20231107,0,4,0.05,donor_template,718,3.004062101056329,0.10179125760461946
20231107,0,4,0.05,nearest_visible_surface,718,2.2480534517607165,0.07714630539575162
20231107,0,4,0.05,six_neighbor_depth_shared_shape,718,1.8530168537838334,0.06494841499469009
20231107,0,4,0.05,six_neighbor_surface,718,1.9390222249609934,0.06756463179516317
20231107,0,4,0.1,donor_template,679,2.92114204606853,0.10112388050813932
20231107,0,4,0.1,nearest_visible_surface,679,1.7104762772319537,0.0630389230958861
20231107,0,4,0.1,six_neighbor_depth_shared_shape,679,1.4533057636388158,0.052129146917320714
20231107,0,4,0.1,six_neighbor_surface,679,1.4752939660864126,0.05458675323377818
20231107,0,4,0.2,donor_template,605,2.895741888237138,0.1000147178385335
20231107,0,4,0.2,nearest_visible_surface,605,1.4106075158572149,0.05072179351641883
20231107,0,4,0.2,six_neighbor_depth_shared_shape,605,1.238720051346868,0.04558203263498239
20231107,0,4,0.2,six_neighbor_surface,605,1.2729161969671874,0.04593394263594467
20231107,0,4,0.4,donor_template,456,2.986329427468247,0.10487954704114932
20231107,0,4,0.4,nearest_visible_surface,456,1.2335584673762772,0.046452668213239616
20231107,0,4,0.4,six_neighbor_depth_shared_shape,456,1.0330792196197873,0.039155577502818256
20231107,0,4,0.4,six_neighbor_surface,456,1.0530878816749567,0.03986742104388769
20231107,0,5,0.01,donor_template,749,3.304523712167237,0.1175519205977326
20231107,0,5,0.01,nearest_visible_surface,749,2.8109092027930633,0.10127311098861815
20231107,0,5,0.01,six_neighbor_depth_shared_shape,749,3.381970915258004,0.11808395075123013
20231107,0,5,0.01,six_neighbor_surface,749,3.3429842982013485,0.11815487025566154
20231107,0,5,0.02,donor_template,741,2.9751786314282764,0.10379407222748151
20231107,0,5,0.02,nearest_visible_surface,741,2.402303686796687,0.08501946847372253
20231107,0,5,0.02,six_neighbor_depth_shared_shape,741,2.0903751684450973,0.07410606442878054
20231107,0,5,0.02,six_neighbor_surface,741,2.0906757184942784,0.07489797747720484
20231107,0,5,0.05,donor_template,717,2.9729340386958376,0.10072505291844391
20231107,0,5,0.05,nearest_visible_surface,717,2.129369093684499,0.07425537507802321
20231107,0,5,0.05,six_neighbor_depth_shared_shape,717,1.851709416924753,0.06341892555666158
20231107,0,5,0.05,six_neighbor_surface,717,1.8527891705125383,0.06411862420258396
20231107,0,5,0.1,donor_template,677,3.089780998761569,0.10268706501924305
20231107,0,5,0.1,nearest_visible_surface,677,1.8446846358421483,0.06776505775911124
20231107,0,5,0.1,six_neighbor_depth_shared_shape,677,1.620262120093553,0.059991675507759856
20231107,0,5,0.1,six_neighbor_surface,677,1.6445800205454397,0.05994942942933568
20231107,0,5,0.2,donor_template,603,2.9432447993390736,0.10114578009518256
20231107,0,5,0.2,nearest_visible_surface,603,1.4410628775976604,0.05145954603891126
20231107,0,5,0.2,six_neighbor_depth_shared_shape,603,1.2773447377607117,0.044378350853749825
20231107,0,5,0.2,six_neighbor_surface,603,1.3174902891725944,0.046714291785603074
20231107,0,5,0.4,donor_template,451,3.0051908604664295,0.10128346081372822
20231107,0,5,0.4,nearest_visible_surface,451,1.2570622582145963,0.04451489043553702
20231107,0,5,0.4,six_neighbor_depth_shared_shape,451,0.9083201847714643,0.032444787534730984
20231107,0,5,0.4,six_neighbor_surface,451,0.8743094467216119,0.032058382707850414
20231107,0,6,0.01,donor_template,750,2.958094799701686,0.10197937344253873
20231107,0,6,0.01,nearest_visible_surface,750,3.255524434334296,0.11355326348592543
20231107,0,6,0.01,six_neighbor_depth_shared_shape,750,2.8017160895729214,0.09582122735876697
20231107,0,6,0.01,six_neighbor_surface,750,2.8008144617422523,0.09561840485764472
20231107,0,6,0.02,donor_template,742,2.945099752337803,0.10258024812883199
20231107,0,6,0.02,nearest_visible_surface,742,2.6267592056246105,0.0939596234085657
20231107,0,6,0.02,six_neighbor_depth_shared_shape,742,2.0925587315602936,0.07152564200833031
20231107,0,6,0.02,six_neighbor_surface,742,2.109324387313304,0.0717972482822119
20231107,0,6,0.05,donor_template,719,3.0391168928967045,0.10538915930946909
20231107,0,6,0.05,nearest_visible_surface,719,2.283231082988053,0.08075608840427484
20231107,0,6,0.05,six_neighbor_depth_shared_shape,719,2.154470482779371,0.07569328275453212
20231107,0,6,0.05,six_neighbor_surface,719,2.1420027755035256,0.07555688137822243
20231107,0,6,0.1,donor_template,679,3.264569088008092,0.10835878420854249
20231107,0,6,0.1,nearest_visible_surface,679,1.7706981825911854,0.06273746903764177
20231107,0,6,0.1,six_neighbor_depth_shared_shape,679,1.452401593289464,0.05274314010733373
20231107,0,6,0.1,six_neighbor_surface,679,1.5276774887990856,0.0534381068394953
20231107,0,6,0.2,donor_template,604,2.9469343438246836,0.10359386613203495
20231107,0,6,0.2,nearest_visible_surface,604,1.430914869802817,0.050422515559071665
20231107,0,6,0.2,six_neighbor_depth_shared_shape,604,1.325273462642575,0.047100380490607135
20231107,0,6,0.2,six_neighbor_surface,604,1.339410585422892,0.04741586594509123
20231107,0,6,0.4,donor_template,448,2.9800739607652207,0.10442687452820505
20231107,0,6,0.4,nearest_visible_surface,448,1.342024201096895,0.047305296026649
20231107,0,6,0.4,six_neighbor_depth_shared_shape,448,1.0367659336686965,0.03663096535315343
20231107,0,6,0.4,six_neighbor_surface,448,1.0477473478482957,0.037301897531248275
20231107,0,7,0.01,donor_template,750,3.07297133708573,0.10514336654404992
20231107,0,7,0.01,nearest_visible_surface,750,2.5551594329106564,0.09051766274901328
20231107,0,7,0.01,six_neighbor_depth_shared_shape,750,2.0772373437104674,0.07181826714702023
20231107,0,7,0.01,six_neighbor_surface,750,2.0786237792187476,0.07364875938236409
20231107,0,7,0.02,donor_template,743,3.2294676924326535,0.10821670397170415
20231107,0,7,0.02,nearest_visible_surface,743,2.3490177170489797,0.08237873783170593
20231107,0,7,0.02,six_neighbor_depth_shared_shape,743,2.0273411169011677,0.07299265780617287
20231107,0,7,0.02,six_neighbor_surface,743,2.0233231734444375,0.07369311077881319
20231107,0,7,0.05,donor_template,721,3.018827557286381,0.10159170842833277
20231107,0,7,0.05,nearest_visible_surface,721,1.9169997060146173,0.06979282980947282
20231107,0,7,0.05,six_neighbor_depth_shared_shape,721,1.5485791158457904,0.056826187147273784
20231107,0,7,0.05,six_neighbor_surface,721,1.5728003970712734,0.05730669211194501
20231107,0,7,0.1,donor_template,683,3.053549704312855,0.1043454441204926
20231107,0,7,0.1,nearest_visible_surface,683,1.8001193720531525,0.0624630025244782
20231107,0,7,0.1,six_neighbor_depth_shared_shape,683,1.4850651368645713,0.05268598461648849
20231107,0,7,0.1,six_neighbor_surface,683,1.473898878570879,0.0526557605260496
20231107,0,7,0.2,donor_template,606,3.0370299179202753,0.102577906209391
20231107,0,7,0.2,nearest_visible_surface,606,1.5801936359079471,0.05815376940998482
20231107,0,7,0.2,six_neighbor_depth_shared_shape,606,1.1543772984885878,0.04181187091460303
20231107,0,7,0.2,six_neighbor_surface,606,1.1418210053859355,0.041772618875148285
20231107,0,7,0.4,donor_template,452,2.9718633338996994,0.10173331515171302
20231107,0,7,0.4,nearest_visible_surface,452,1.3685670936853684,0.04881229598990702
20231107,0,7,0.4,six_neighbor_depth_shared_shape,452,1.1285037289932824,0.04074870120761703
20231107,0,7,0.4,six_neighbor_surface,452,1.1234909503126516,0.04066816331187965
20231107,0,8,0.01,donor_template,749,3.5544866599392244,0.12298393070490045
20231107,0,8,0.01,nearest_visible_surface,749,3.40133742107659,0.1194043359108936
20231107,0,8,0.01,six_neighbor_depth_shared_shape,749,3.077737807476341,0.11255593326496223
20231107,0,8,0.01,six_neighbor_surface,749,3.0993091923429095,0.1137890461206001
20231107,0,8,0.02,donor_template,741,3.274420159800864,0.11732554580340725
20231107,0,8,0.02,nearest_visible_surface,741,2.7730055918379177,0.09904264441626096
20231107,0,8,0.02,six_neighbor_depth_shared_shape,741,2.5862139368816455,0.09395085731203799
20231107,0,8,0.02,six_neighbor_surface,741,2.6011107596307266,0.0943255700069918
20231107,0,8,0.05,donor_template,717,3.197032264962384,0.10634613268576561
20231107,0,8,0.05,nearest_visible_surface,717,1.704697006009607,0.06430075234588513
20231107,0,8,0.05,six_neighbor_depth_shared_shape,717,1.6021637349809241,0.05819106538886904
20231107,0,8,0.05,six_neighbor_surface,717,1.5978811411368947,0.0584702253391176
20231107,0,8,0.1,donor_template,677,3.226148077645278,0.10727660719677543
20231107,0,8,0.1,nearest_visible_surface,677,1.8276723448397059,0.06744150716141258
20231107,0,8,0.1,six_neighbor_depth_shared_shape,677,1.5513367904703932,0.05649564199561079
20231107,0,8,0.1,six_neighbor_surface,677,1.5997050679638785,0.05779383614603737
20231107,0,8,0.2,donor_template,602,3.0129515463843446,0.10023583508507886
20231107,0,8,0.2,nearest_visible_surface,602,1.631935281754095,0.058400368971899506
20231107,0,8,0.2,six_neighbor_depth_shared_shape,602,1.3227542965779835,0.04716476072730246
20231107,0,8,0.2,six_neighbor_surface,602,1.35489107889734,0.048530308641300424
20231107,0,8,0.4,donor_template,454,2.8643977259579927,0.09778138895768676
20231107,0,8,0.4,nearest_visible_surface,454,1.3183509541278609,0.04723472914214884
20231107,0,8,0.4,six_neighbor_depth_shared_shape,454,1.0323267494388007,0.037731458707495585
20231107,0,8,0.4,six_neighbor_surface,454,1.0296329907004123,0.036965014277458616
20231107,0,9,0.01,donor_template,750,3.9500477454430794,0.13663196496043947
20231107,0,9,0.01,nearest_visible_surface,750,2.345089981820182,0.08740884793740791
20231107,0,9,0.01,six_neighbor_depth_shared_shape,750,3.3731826745420728,0.11813021581302541
20231107,0,9,0.01,six_neighbor_surface,750,3.376419546238425,0.11823400984106688
20231107,0,9,0.02,donor_template,743,3.7640648890555557,0.1288827609029736
20231107,0,9,0.02,nearest_visible_surface,743,2.2244101614367593,0.08289637016654448
20231107,0,9,0.02,six_neighbor_depth_shared_shape,743,2.231865341773361,0.08244373887224213
20231107,0,9,0.02,six_neighbor_surface,743,2.232585747615453,0.08195159552928855
20231107,0,9,0.05,donor_template,720,3.209800657698958,0.10682247410838638
20231107,0,9,0.05,nearest_visible_surface,720,1.9360638478102024,0.0716349889105406
20231107,0,9,0.05,six_neighbor_depth_shared_shape,720,1.657818772260934,0.06130179900650174
20231107,0,9,0.05,six_neighbor_surface,720,1.7004528490984696,0.06148889772337151
20231107,0,9,0.1,donor_template,683,2.9878245228203912,0.10077527049512414
20231107,0,9,0.1,nearest_visible_surface,683,1.6876948073153883,0.06295288517563587
20231107,0,9,0.1,six_neighbor_depth_shared_shape,683,1.3641107811575524,0.04995759551362776
20231107,0,9,0.1,six_neighbor_surface,683,1.359109569901336,0.05050252892221257
20231107,0,9,0.2,donor_template,608,2.930435833959898,0.0997073320354403
20231107,0,9,0.2,nearest_visible_surface,608,1.5007161585161728,0.05350664066559134
20231107,0,9,0.2,six_neighbor_depth_shared_shape,608,1.21486352053113,0.04462790819336748
20231107,0,9,0.2,six_neighbor_surface,608,1.2173464828990226,0.04452561332695232
20231107,0,9,0.4,donor_template,453,3.1007515004667967,0.10891498271160716
20231107,0,9,0.4,nearest_visible_surface,453,1.2551024075455082,0.045609505572015846
20231107,0,9,0.4,six_neighbor_depth_shared_shape,453,1.0971387199314928,0.0408742375751235
20231107,0,9,0.4,six_neighbor_surface,453,1.117043541285275,0.04058511305100725
20231107,0,10,0.01,donor_template,750,4.648833260346549,0.16011425929426254
20231107,0,10,0.01,nearest_visible_surface,750,3.1986410753326746,0.11131777664639164
20231107,0,10,0.01,six_neighbor_depth_shared_shape,750,3.2288676648729586,0.11263493288382265
20231107,0,10,0.01,six_neighbor_surface,750,3.321657567698586,0.1152742618885779
20231107,0,10,0.02,donor_template,743,3.020363541292958,0.10114196320680785
20231107,0,10,0.02,nearest_visible_surface,743,2.7115051975173503,0.09370731248192389
20231107,0,10,0.02,six_neighbor_depth_shared_shape,743,2.224237199566377,0.07605701045590471
20231107,0,10,0.02,six_neighbor_surface,743,2.2380382443594815,0.0764307070160028
20231107,0,10,0.05,donor_template,721,3.2814101072325346,0.11274607670035877
20231107,0,10,0.05,nearest_visible_surface,721,2.168952853278484,0.07914509756558759
20231107,0,10,0.05,six_neighbor_depth_shared_shape,721,1.6936169226705968,0.06301164785794826
20231107,0,10,0.05,six_neighbor_surface,721,1.7216240422673845,0.06234557442344212
20231107,0,10,0.1,donor_template,683,3.118497568575709,0.10508344405303834
20231107,0,10,0.1,nearest_visible_surface,683,1.9312574473021857,0.07313800153820925
20231107,0,10,0.1,six_neighbor_depth_shared_shape,683,1.5187670298009543,0.054706321085657046
20231107,0,10,0.1,six_neighbor_surface,683,1.5483659607508091,0.05410746474694014
20231107,0,10,0.2,donor_template,606,3.0193095936705032,0.10030043963496166
20231107,0,10,0.2,nearest_visible_surface,606,1.4747536939238048,0.054298034697564945
20231107,0,10,0.2,six_neighbor_depth_shared_shape,606,1.2157315329378013,0.04462262870041306
20231107,0,10,0.2,six_neighbor_surface,606,1.2564497967439041,0.045669031319752904
20231107,0,10,0.4,donor_template,454,2.8683609468363254,0.10179842889258853
20231107,0,10,0.4,nearest_visible_surface,454,1.2173874906899353,0.044583453183850624
20231107,0,10,0.4,six_neighbor_depth_shared_shape,454,0.9262902448823279,0.03352717943837062
20231107,0,10,0.4,six_neighbor_surface,454,0.9497773279561578,0.03414559001170325
20231107,0,11,0.01,donor_template,750,3.2251431004822653,0.11323048995417848
20231107,0,11,0.01,nearest_visible_surface,750,3.0119251021324276,0.10753024162188585
20231107,0,11,0.01,six_neighbor_depth_shared_shape,750,2.4041310601055015,0.0861331116815463
20231107,0,11,0.01,six_neighbor_surface,750,2.4121776561484474,0.0864694381259312
20231107,0,11,0.02,donor_template,742,3.228029981832849,0.11716729161748485
20231107,0,11,0.02,nearest_visible_surface,742,2.408614837326372,0.08782062503329821
20231107,0,11,0.02,six_neighbor_depth_shared_shape,742,1.9280815351081462,0.06790028311468863
20231107,0,11,0.02,six_neighbor_surface,742,1.9270524224874248,0.06799567646727228
20231107,0,11,0.05,donor_template,719,2.895651557264384,0.1009918825333823
20231107,0,11,0.05,nearest_visible_surface,719,2.1967585070162072,0.08035198997192455
20231107,0,11,0.05,six_neighbor_depth_shared_shape,719,1.5812937525337265,0.056850569453912946
20231107,0,11,0.05,six_neighbor_surface,719,1.585931807449967,0.057110372395420446
20231107,0,11,0.1,donor_template,679,3.1453033194067825,0.10692826869684802
20231107,0,11,0.1,nearest_visible_surface,679,1.9329484356705648,0.06962751185070803
20231107,0,11,0.1,six_neighbor_depth_shared_shape,679,1.4322833735300549,0.05008963105309539
20231107,0,11,0.1,six_neighbor_surface,679,1.4410965949088883,0.050472589660285186
20231107,0,11,0.2,donor_template,604,2.817473349641665,0.09664039704859939
20231107,0,11,0.2,nearest_visible_surface,604,1.5223288163862259,0.054814020593451696
20231107,0,11,0.2,six_neighbor_depth_shared_shape,604,1.264076053430465,0.04619368641242463
20231107,0,11,0.2,six_neighbor_surface,604,1.2410791098849927,0.045699867355342406
20231107,0,11,0.4,donor_template,458,2.7184020941794964,0.0937608642543045
20231107,0,11,0.4,nearest_visible_surface,458,1.251025466308008,0.04603333611180992
20231107,0,11,0.4,six_neighbor_depth_shared_shape,458,1.009528180280196,0.037322435719142996
20231107,0,11,0.4,six_neighbor_surface,458,1.066560795757715,0.03812234664746286
20231107,0,12,0.01,donor_template,749,3.5022745456110767,0.1191127543080568
20231107,0,12,0.01,nearest_visible_surface,749,2.7970101301106105,0.09543451874089688
20231107,0,12,0.01,six_neighbor_depth_shared_shape,749,3.021980636858674,0.10739040937845262
20231107,0,12,0.01,six_neighbor_surface,749,3.1244593126273372,0.10958754728105013
20231107,0,12,0.02,donor_template,741,3.0251406650215764,0.10253514828517545
20231107,0,12,0.02,nearest_visible_surface,741,2.375342061727549,0.08519903604383199
20231107,0,12,0.02,six_neighbor_depth_shared_shape,741,2.3843661613610765,0.08247404105677227
20231107,0,12,0.02,six_neighbor_surface,741,2.391984726449568,0.08312902577618966
20231107,0,12,0.05,donor_template,717,3.23798649593465,0.11471820493566023
20231107,0,12,0.05,nearest_visible_surface,717,2.221616193378372,0.08165736670946645
20231107,0,12,0.05,six_neighbor_depth_shared_shape,717,1.7914746796363001,0.06274287786731993
20231107,0,12,0.05,six_neighbor_surface,717,1.801486450111823,0.0637166911811291
20231107,0,12,0.1,donor_template,679,3.06861615397466,0.10335191812299577
20231107,0,12,0.1,nearest_visible_surface,679,1.832512155382917,0.0652016998632917
20231107,0,12,0.1,six_neighbor_depth_shared_shape,679,1.454203339227124,0.052281149090933496
20231107,0,12,0.1,six_neighbor_surface,679,1.4571743398729315,0.05366060399256701
20231107,0,12,0.2,donor_template,603,2.9661181748693273,0.10307839151726356
20231107,0,12,0.2,nearest_visible_surface,603,1.5493948920346887,0.055662563648410726
20231107,0,12,0.2,six_neighbor_depth_shared_shape,603,1.2205693180855788,0.04419727533114578
20231107,0,12,0.2,six_neighbor_surface,603,1.2348741777276573,0.04462737164319293
20231107,0,12,0.4,donor_template,449,3.0746530271025776,0.10721841684310622
20231107,0,12,0.4,nearest_visible_surface,449,1.3656952612847084,0.04686982619202313
20231107,0,12,0.4,six_neighbor_depth_shared_shape,449,1.0724202377333378,0.037222402288523394
20231107,0,12,0.4,six_neighbor_surface,449,1.0779562579245152,0.037478866923055604
20231107,0,13,0.01,donor_template,749,4.663802058899306,0.16045805720657233
20231107,0,13,0.01,nearest_visible_surface,749,2.7841591192708117,0.09693968932906413
20231107,0,13,0.01,six_neighbor_depth_shared_shape,749,2.732453640915613,0.09593127461740432
20231107,0,13,0.01,six_neighbor_surface,749,2.7439261308936818,0.09589554571692595
20231107,0,13,0.02,donor_template,742,3.0529323595471274,0.10222165783617636
20231107,0,13,0.02,nearest_visible_surface,742,2.521172715889204,0.08593515824601711
20231107,0,13,0.02,six_neighbor_depth_shared_shape,742,2.367220871200892,0.0826549593653001
20231107,0,13,0.02,six_neighbor_surface,742,2.3735302881279834,0.08215410045896067
20231107,0,13,0.05,donor_template,718,3.0513895611208177,0.10244281102661576
20231107,0,13,0.05,nearest_visible_surface,718,1.9952395390680655,0.07132089974257255
20231107,0,13,0.05,six_neighbor_depth_shared_shape,718,1.7090344285435137,0.06171069870326057
20231107,0,13,0.05,six_neighbor_surface,718,1.714336667607179,0.0627797098670762
20231107,0,13,0.1,donor_template,681,2.9731888986169333,0.10127168872569434
20231107,0,13,0.1,nearest_visible_surface,681,1.8446860255605781,0.06778525140782997
20231107,0,13,0.1,six_neighbor_depth_shared_shape,681,1.4994719701958146,0.05410052910093753
20231107,0,13,0.1,six_neighbor_surface,681,1.510954899586466,0.05456204162235948
20231107,0,13,0.2,donor_template,608,3.0573703293561882,0.103683662552428
20231107,0,13,0.2,nearest_visible_surface,608,1.509866537142131,0.05403969197207986
20231107,0,13,0.2,six_neighbor_depth_shared_shape,608,1.2499364199226086,0.04506904317681887
20231107,0,13,0.2,six_neighbor_surface,608,1.2601097647206982,0.04567256735022719
20231107,0,13,0.4,donor_template,458,3.171859895982446,0.10882535202149607
20231107,0,13,0.4,nearest_visible_surface,458,1.3337912006520174,0.04693766995386613
