volume,eye,seed_rank,radius_hops,method,scored_lenses,median_lens_mae_um,p90_lens_mae_um,median_normalized_mae
20231107,0,7,2,same_eye_outer_ridge,19,2.421463870090903,4.205488839847854,0.07803486181922745
20231107,0,7,2,same_eye_template,19,2.159356748225596,3.933644234151988,0.07063704824413489
20231107,0,7,2,six_neighbor_depth_shared_shape,19,0.9423240515645217,2.11580914543418,0.03021620895954285
20231107,0,7,2,six_neighbor_surface,19,0.962598462900161,2.1140900735235664,0.03086632061532866
20231107,0,7,3,axisymmetric_ellipsoid,37,29.609959133148973,33.01007328834064,0.970332633457551
20231107,0,7,3,graph_harmonic_depth_shared_shape,37,0.6766125194174927,1.5387709710533526,0.021758677301880823
20231107,0,7,3,nearest_visible_surface,37,1.5032072405390835,3.3481943241502643,0.05030637009873509
20231107,0,7,3,same_eye_outer_ridge,37,2.9217067737651092,5.759069915414122,0.09556995276467355
20231107,0,7,3,same_eye_template,37,2.672550301700095,5.110285933283732,0.08900422506522367
20231107,0,7,3,six_neighbor_depth_shared_shape,37,0.8920770933503552,1.9358741607785104,0.02919092162101917
20231107,0,7,3,six_neighbor_surface,37,0.887320830209074,1.917410380981576,0.029035285179279988
20231107,1,0,1,axisymmetric_ellipsoid,7,32.901821005264196,34.157647125318164,0.9500480696575009
20231107,1,0,1,graph_harmonic_depth_shared_shape,7,1.7970319159762422,2.383787234525023,0.051418107642453734
20231107,1,0,1,nearest_visible_surface,7,1.9383439097320112,4.216620673105308,0.05447474762294887
20231107,1,0,1,same_eye_outer_ridge,7,5.025585957593812,6.046144492148703,0.14431225017587843
20231107,1,0,1,same_eye_template,7,5.843842453068319,8.011485517995798,0.1678089005325449
20231107,1,0,1,six_neighbor_depth_shared_shape,7,1.8925633281789918,2.32906570475131,0.054677865109356
20231107,1,0,1,six_neighbor_surface,7,1.8344555129221982,2.3038931396215987,0.0537598688887895
20231107,1,0,2,axisymmetric_ellipsoid,19,33.14084875576823,35.49886511415135,0.9651175117709404
20231107,1,0,2,graph_harmonic_depth_shared_shape,19,1.9302412687967176,3.0010656785541037,0.05522959968186132
20231107,1,0,2,nearest_visible_surface,19,2.5140466909119112,4.7230336884647075,0.06553363652624652
