cohort,volume,radius_hops,method,n_eyes,n_patches,n_lenses,median_lens_mae_um,p90_lens_mae_um,median_normalized_mae,median_central_depth_abs_error_um,median_normal_error_degrees,median_target_depth_um
primary_target_qc,20240701,3,six_neighbor_depth_shared_shape,2,16,592,0.6152160494896391,1.580677040880638,0.04458687654263378,0.5907964111744102,7.046277874476636,13.79522178541822
primary_target_qc,20240701,3,six_neighbor_surface,2,16,592,0.602509721170809,1.5615124744355662,0.04461448172126258,0.5540089790697946,6.478550738914723,13.79522178541822
primary_target_qc,pooled_descriptive,1,axisymmetric_ellipsoid,6,48,336,13.326743949620134,30.21597496041882,0.9027769139594461,13.46348376762883,7.1157840812748105,16.439507739482835
primary_target_qc,pooled_descriptive,1,graph_harmonic_depth_shared_shape,6,48,336,0.5098847244529232,1.7951136116535962,0.0278288006351005,0.4305049780451622,6.642964601556253,16.439507739482835
primary_target_qc,pooled_descriptive,1,nearest_visible_surface,6,48,336,0.6712533358853505,2.2468853744012045,0.03626133015847811,0.6024881796075396,7.111917034316608,16.439507739482835
primary_target_qc,pooled_descriptive,1,same_eye_outer_ridge,6,48,336,0.8818581124491606,3.464955125373249,0.05111002745454242,0.8363625202628651,6.9325877089833075,16.439507739482835
primary_target_qc,pooled_descriptive,1,same_eye_template,6,48,336,0.8158187446093401,3.548230012193259,0.046870387061951194,0.7971121769806544,6.916751151480491,16.439507739482835
primary_target_qc,pooled_descriptive,1,six_neighbor_depth_shared_shape,6,48,336,0.5367825236139234,1.66354735203954,0.030111716304889125,0.48465653722050295,6.642964601556198,16.439507739482835
primary_target_qc,pooled_descriptive,1,six_neighbor_surface,6,48,336,0.5061889501464126,1.6793526435256303,0.028985310019795808,0.48106533943673213,6.14754986825019,16.439507739482835
primary_target_qc,pooled_descriptive,2,axisymmetric_ellipsoid,6,48,912,13.363023981339833,30.04879982483834,0.8924325664661759,13.660007220119248,7.13130558278932,16.47543005044253
primary_target_qc,pooled_descriptive,2,graph_harmonic_depth_shared_shape,6,48,912,0.5814577509535113,1.9364517319531123,0.031907716142314704,0.5492826290564965,6.720836237689925,16.47543005044253
primary_target_qc,pooled_descriptive,2,nearest_visible_surface,6,48,912,0.7014528831222427,2.6531461270589145,0.039623386721060264,0.6675963639627094,7.496949034498004,16.47543005044253
primary_target_qc,pooled_descriptive,2,same_eye_outer_ridge,6,48,912,0.9734122273881913,3.940630094638889,0.0563200794469253,0.9293894619507421,6.963804199444052,16.47543005044253
primary_target_qc,pooled_descriptive,2,same_eye_template,6,48,912,0.8799710003866729,4.03880735289578,0.049905286988245506,0.8788013650156294,6.919361301366166,16.47543005044253
primary_target_qc,pooled_descriptive,2,six_neighbor_depth_shared_shape,6,48,912,0.5752208871330518,2.1220215714393773,0.03299077795636915,0.5620549388794096,6.72083623768987,16.47543005044253
primary_target_qc,pooled_descriptive,2,six_neighbor_surface,6,48,912,0.5793795641263386,2.112982076965595,0.032994338730827424,0.5427544234153494,6.294867591813128,16.47543005044253
primary_target_qc,pooled_descriptive,3,axisymmetric_ellipsoid,6,48,1776,13.331874437019511,30.000782281090473,0.8881140322528844,13.602620723553063,7.263035304033044,16.4909006503999
primary_target_qc,pooled_descriptive,3,graph_harmonic_depth_shared_shape,6,48,1776,0.6549477778817805,2.262037022410941,0.03666468145909074,0.6113912742923517,6.763254494287796,16.4909006503999
primary_target_qc,pooled_descriptive,3,nearest_visible_surface,6,48,1776,0.771216931922279,3.0128712227931223,0.04346096774179455,0.7028662618260615,7.866846234605124,16.4909006503999
primary_target_qc,pooled_descriptive,3,same_eye_outer_ridge,6,48,1776,1.0067404082947498,4.210090241270205,0.05855962041772496,0.9436830628672812,7.241269032999517,16.4909006503999
primary_target_qc,pooled_descriptive,3,same_eye_template,6,48,1776,0.9384655918564464,4.316847462499707,0.053130994470506746,0.9252453594099608,7.008506036862379,16.4909006503999
primary_target_qc,pooled_descriptive,3,six_neighbor_depth_shared_shape,6,48,1776,0.6820794999318409,2.483989031312534,0.03772053034333542,0.629336216206501,6.76325449428777,16.4909006503999
primary_target_qc,pooled_descriptive,3,six_neighbor_surface,6,48,1776,0.6852680556449996,2.5021801170065157,0.03753367107977859,0.6103443268057323,6.627253724705689,16.4909006503999
all_resolvable_sensitivity,20231107,1,axisymmetric_ellipsoid,2,16,112,28.760173153905022,31.988017120071813,0.978917955987296,28.74017283093254,7.5586371413288695,30.069884907365463
all_resolvable_sensitivity,20231107,1,graph_harmonic_depth_shared_shape,2,16,112,1.032597454949396,2.35340897145848,0.034741863935850575,1.0029355553170607,8.978725312108175,30.069884907365463
all_resolvable_sensitivity,20231107,1,nearest_visible_surface,2,16,112,1.2009624784882684,3.2329978681658638,0.04138333228528035,1.0266770628391377,10.046963712266024,30.069884907365463
all_resolvable_sensitivity,20231107,1,same_eye_outer_ridge,2,16,112,2.25125388675495,5.415109153745617,0.07516963943604021,2.2244369756548554,6.961742836106993,30.069884907365463
all_resolvable_sensitivity,20231107,1,same_eye_template,2,16,112,2.042741153990938,5.891492539033973,0.07168190059944263,2.0825373887915717,9.136993209285643,30.069884907365463
all_resolvable_sensitivity,20231107,1,six_neighbor_depth_shared_shape,2,16,112,1.0194810789324398,2.3855344277560455,0.03581869362254615,0.9965298154759825,8.978725312108214,30.069884907365463
all_resolvable_sensitivity,20231107,1,six_neighbor_surface,2,16,112,1.0416746207956855,2.369328428456269,0.03842747917970854,1.0006965138716257,8.835689376071446,30.069884907365463
all_resolvable_sensitivity,20231107,2,axisymmetric_ellipsoid,2,16,304,28.21587980439395,32.490128594110146,0.975357489571376,28.135901785755,7.599469407472522,29.94727707254006
all_resolvable_sensitivity,20231107,2,graph_harmonic_depth_shared_shape,2,16,304,1.1775483782764957,2.9902340142906847,0.03976077472156812,1.1682184898191466,8.977812553219522,29.94727707254006
all_resolvable_sensitivity,20231107,2,nearest_visible_surface,2,16,304,1.6400571076993697,4.084077485536712,0.0535447080203668,1.702426648248215,10.728715317439065,29.94727707254006
all_resolvable_sensitivity,20231107,2,same_eye_outer_ridge,2,16,304,2.5664718598139507,6.141941043999835,0.08574521971761598,2.5536739711213574,6.941158208544641,29.94727707254006
all_resolvable_sensitivity,20231107,2,same_eye_template,2,16,304,2.4027589536305998,6.561462095097011,0.08265876894210641,2.415457313630453,9.252444238044212,29.94727707254006
all_resolvable_sensitivity,20231107,2,six_neighbor_depth_shared_shape,2,16,304,1.3160822766098197,3.191235476402216,0.04546492497642765,1.3478376086990256,8.977812553219522,29.94727707254006
all_resolvable_sensitivity,20231107,2,six_neighbor_surface,2,16,304,1.3372335286505965,3.2096384231621626,0.044772119239658945,1.3641013199894072,8.730682806179594,29.94727707254006
all_resolvable_sensitivity,20231107,3,axisymmetric_ellipsoid,2,16,592,28.039802985812027,32.5291806249904,0.9767668764957405,27.93735017768683,7.782119567470154,29.779088019453727
all_resolvable_sensitivity,20231107,3,graph_harmonic_depth_shared_shape,2,16,592,1.3598653603830375,3.239690348729691,0.04735792968060981,1.3692742386572938,9.04788300963909,29.779088019453727
all_resolvable_sensitivity,20231107,3,nearest_visible_surface,2,16,592,1.8252001142965406,4.6654658219691125,0.06368233887781652,1.8352637875424556,11.053724194569735,29.779088019453727
all_resolvable_sensitivity,20231107,3,same_eye_outer_ridge,2,16,592,2.778114640065303,6.277143152081015,0.09407764739512578,2.779588454767474,7.541943638806773,29.779088019453727
all_resolvable_sensitivity,20231107,3,same_eye_template,2,16,592,2.752117542479747,6.912201898372155,0.09200382475724445,2.756086556078973,9.237777951845134,29.779088019453727
all_resolvable_sensitivity,20231107,3,six_neighbor_depth_shared_shape,2,16,592,1.4877934185176316,3.6900130497603145,0.051204976325911186,1.48225362162664,9.047883009639069,29.779088019453727
all_resolvable_sensitivity,20231107,3,six_neighbor_surface,2,16,592,1.4972799850960954,3.6840349847878744,0.0510090560460862,1.5061768204573696,8.90323255264151,29.779088019453727
all_resolvable_sensitivity,20240530,1,axisymmetric_ellipsoid,2,16,112,11.726379612544465,15.650583652817852,0.718073524037224,11.964908052680435,4.866234172419319,16.439507739482835
all_resolvable_sensitivity,20240530,1,graph_harmonic_depth_shared_shape,2,16,112,0.3024614946594513,0.8413653931240199,0.01852381306403488,0.26342470056780876,3.6811250773261386,16.439507739482835
all_resolvable_sensitivity,20240530,1,nearest_visible_surface,2,16,112,0.35787109674132067,1.1632838913546493,0.02279318586155415,0.3329100498316251,4.278368376258792,16.439507739482835
all_resolvable_sensitivity,20240530,1,same_eye_outer_ridge,2,16,112,0.6989578258054059,1.399583522969293,0.04206842268568259,0.6783448238663805,5.407754752426387,16.439507739482835
all_resolvable_sensitivity,20240530,1,same_eye_template,2,16,112,0.46964378268000245,1.232220343350897,0.02797710032149445,0.4933332326215982,3.8264096791983047,16.439507739482835
all_resolvable_sensitivity,20240530,1,six_neighbor_depth_shared_shape,2,16,112,0.3226559047713482,0.9285707836254753,0.01957720658195726,0.2759153897714608,3.6811250773261386,16.439507739482835
all_resolvable_sensitivity,20240530,1,six_neighbor_surface,2,16,112,0.3058504356027325,0.9253671259688766,0.019358469479571268,0.30266061180060433,3.292879567790262,16.439507739482835
all_resolvable_sensitivity,20240530,2,axisymmetric_ellipsoid,2,16,304,11.815545328287678,15.824428109764158,0.7343222132933707,11.995515223025741,5.226346258180341,16.453704384333946
all_resolvable_sensitivity,20240530,2,graph_harmonic_depth_shared_shape,2,16,304,0.31755983705655955,0.9734435813650275,0.018964403741203374,0.31365200964102335,3.9644618169848265,16.453704384333946
all_resolvable_sensitivity,20240530,2,nearest_visible_surface,2,16,304,0.39841069042030164,1.2336102160071565,0.02439738517776088,0.36483440914003396,4.150822392169427,16.453704384333946
all_resolvable_sensitivity,20240530,2,same_eye_outer_ridge,2,16,304,0.690663520484047,1.6977855432534483,0.041723375120539016,0.685821921810092,5.743974781719395,16.453704384333946
all_resolvable_sensitivity,20240530,2,same_eye_template,2,16,304,0.4947879782503355,1.4679263016764665,0.0302791276075801,0.4621819369584923,3.998387725884165,16.453704384333946
all_resolvable_sensitivity,20240530,2,six_neighbor_depth_shared_shape,2,16,304,0.3633055297646159,1.0264204506478094,0.021550273741356766,0.34214052972061904,3.9644618169848265,16.453704384333946
all_resolvable_sensitivity,20240530,2,six_neighbor_surface,2,16,304,0.3436176328554885,0.9682828362577465,0.020498568347358505,0.3250110987478756,3.3278036372209177,16.453704384333946
all_resolvable_sensitivity,20240530,3,axisymmetric_ellipsoid,2,16,592,11.688977734617865,15.843388422089497,0.7143234049087923,11.827591982348125,5.44865608702635,16.4909006503999
all_resolvable_sensitivity,20240530,3,graph_harmonic_depth_shared_shape,2,16,592,0.42757725528924007,1.1141754875042977,0.026290613575012528,0.39997864992782084,4.029292018787199,16.4909006503999
all_resolvable_sensitivity,20240530,3,nearest_visible_surface,2,16,592,0.4476578945375047,1.4751212587857836,0.0269939808911327,0.4050384991866913,4.877312693466273,16.4909006503999
all_resolvable_sensitivity,20240530,3,same_eye_outer_ridge,2,16,592,0.704342781502159,1.7663011935522956,0.04302044334501624,0.6823626027520753,5.997682486014099,16.4909006503999
all_resolvable_sensitivity,20240530,3,same_eye_template,2,16,592,0.5411216868226504,1.562279612985694,0.03303541883660127,0.5300321868951139,4.101105026771137,16.4909006503999
all_resolvable_sensitivity,20240530,3,six_neighbor_depth_shared_shape,2,16,592,0.4159071488724681,1.222251143271155,0.025382091034299392,0.3817386952522277,4.029292018787199,16.4909006503999
all_resolvable_sensitivity,20240530,3,six_neighbor_surface,2,16,592,0.4038790285095616,1.2101593684722696,0.025203948140583375,0.3650080944692409,4.419879977413035,16.4909006503999
all_resolvable_sensitivity,20240701,1,axisymmetric_ellipsoid,2,16,112,10.234971417740711,13.546219388540367,0.7285009938664682,10.442464015819604,8.589270795357937,13.641502835403227
all_resolvable_sensitivity,20240701,1,graph_harmonic_depth_shared_shape,2,16,112,0.47961975745192775,0.9809793970723975,0.036296460863812365,0.3885871217084036,7.248830912556078,13.641502835403227
all_resolvable_sensitivity,20240701,1,nearest_visible_surface,2,16,112,0.6429926595893496,1.423878909424835,0.04563808824779432,0.58508720237133,7.2919440004405445,13.641502835403227
all_resolvable_sensitivity,20240701,1,same_eye_outer_ridge,2,16,112,0.6763584226371511,1.629000415792235,0.051047438403397136,0.6309663838462232,8.378655428385489,13.641502835403227
all_resolvable_sensitivity,20240701,1,same_eye_template,2,16,112,0.6349023504146675,1.5546819103317098,0.046870387061951194,0.5444796363257343,7.539953376872089,13.641502835403227
all_resolvable_sensitivity,20240701,1,six_neighbor_depth_shared_shape,2,16,112,0.5121591487677297,1.0091410996621892,0.03846039746902068,0.4292465380385986,7.248830912556078,13.641502835403227
all_resolvable_sensitivity,20240701,1,six_neighbor_surface,2,16,112,0.4673387734452522,1.0382281598716865,0.03449454829522572,0.3746893640766489,6.511519036720969,13.641502835403227
all_resolvable_sensitivity,20240701,2,axisymmetric_ellipsoid,2,16,304,10.163739862291669,13.653344099772454,0.7184492531366282,10.282036387590527,8.649576287399547,13.68159704631805
all_resolvable_sensitivity,20240701,2,graph_harmonic_depth_shared_shape,2,16,304,0.5061638863049017,1.3245614764855131,0.035452826853661946,0.4102232159128052,7.135249053436928,13.68159704631805
all_resolvable_sensitivity,20240701,2,nearest_visible_surface,2,16,304,0.6556382772153778,1.609144952737105,0.04769528431808984,0.5726109465142173,7.6799704942676215,13.68159704631805
all_resolvable_sensitivity,20240701,2,same_eye_outer_ridge,2,16,304,0.6826665007958643,1.89690948001561,0.050151883784086984,0.5868500579876832,8.277237513057404,13.68159704631805
all_resolvable_sensitivity,20240701,2,same_eye_template,2,16,304,0.6699004399732311,1.8265479714788302,0.04765968574294487,0.6030880083542618,7.413792806035499,13.68159704631805
all_resolvable_sensitivity,20240701,2,six_neighbor_depth_shared_shape,2,16,304,0.5234027780484787,1.3610051608308895,0.03868914849107567,0.47876192473423274,7.135249053436954,13.68159704631805
all_resolvable_sensitivity,20240701,2,six_neighbor_surface,2,16,304,0.5215503447066306,1.3326563842220576,0.038468051653055876,0.47402664571707565,6.363219054557434,13.68159704631805
all_resolvable_sensitivity,20240701,3,axisymmetric_ellipsoid,2,16,592,9.466846910405575,13.67848723327431,0.7096795427965038,9.846024730847377,8.614097836888416,13.79522178541822
all_resolvable_sensitivity,20240701,3,graph_harmonic_depth_shared_shape,2,16,592,0.5497837211128798,1.4805865256472042,0.038533405818635666,0.4677278622559635,7.046277874476636,13.79522178541822
all_resolvable_sensitivity,20240701,3,nearest_visible_surface,2,16,592,0.727088115019763,1.9102534300061855,0.05299962287305045,0.6476035146829417,7.899651147780245,13.79522178541822
all_resolvable_sensitivity,20240701,3,same_eye_outer_ridge,2,16,592,0.7235367857446724,1.8654876896219807,0.05207929044049201,0.625548141732577,8.356157390167386,13.79522178541822
all_resolvable_sensitivity,20240701,3,same_eye_template,2,16,592,0.6986526105849844,1.8728409359931728,0.0520674846485777,0.6332846295275534,7.445113110353827,13.79522178541822
all_resolvable_sensitivity,20240701,3,six_neighbor_depth_shared_shape,2,16,592,0.6152160494896391,1.580677040880638,0.04458687654263378,0.5907964111744102,7.046277874476636,13.79522178541822
all_resolvable_sensitivity,20240701,3,six_neighbor_surface,2,16,592,0.602509721170809,1.5615124744355662,0.04461448172126258,0.5540089790697946,6.478550738914723,13.79522178541822
all_resolvable_sensitivity,pooled_descriptive,1,axisymmetric_ellipsoid,6,48,336,13.326743949620134,30.21597496041882,0.9027769139594461,13.46348376762883,7.1157840812748105,16.439507739482835
all_resolvable_sensitivity,pooled_descriptive,1,graph_harmonic_depth_shared_shape,6,48,336,0.5098847244529232,1.7951136116535962,0.0278288006351005,0.4305049780451622,6.642964601556253,16.439507739482835
all_resolvable_sensitivity,pooled_descriptive,1,nearest_visible_surface,6,48,336,0.6712533358853505,2.2468853744012045,0.03626133015847811,0.6024881796075396,7.111917034316608,16.439507739482835
all_resolvable_sensitivity,pooled_descriptive,1,same_eye_outer_ridge,6,48,336,0.8818581124491606,3.464955125373249,0.05111002745454242,0.8363625202628651,6.9325877089833075,16.439507739482835
all_resolvable_sensitivity,pooled_descriptive,1,same_eye_template,6,48,336,0.8158187446093401,3.548230012193259,0.046870387061951194,0.7971121769806544,6.916751151480491,16.439507739482835
all_resolvable_sensitivity,pooled_descriptive,1,six_neighbor_depth_shared_shape,6,48,336,0.5367825236139234,1.66354735203954,0.030111716304889125,0.48465653722050295,6.642964601556198,16.439507739482835
all_resolvable_sensitivity,pooled_descriptive,1,six_neighbor_surface,6,48,336,0.5061889501464126,1.6793526435256303,0.028985310019795808,0.48106533943673213,6.14754986825019,16.439507739482835
all_resolvable_sensitivity,pooled_descriptive,2,axisymmetric_ellipsoid,6,48,912,13.363023981339833,30.04879982483834,0.8924325664661759,13.660007220119248,7.13130558278932,16.47543005044253
all_resolvable_sensitivity,pooled_descriptive,2,graph_harmonic_depth_shared_shape,6,48,912,0.5814577509535113,1.9364517319531123,0.031907716142314704,0.5492826290564965,6.720836237689925,16.47543005044253
