cohort,volume,radius_hops,method,n_eyes,n_patches,n_lenses,median_lens_mae_um,p90_lens_mae_um,median_normalized_mae,median_central_depth_abs_error_um,median_normal_error_degrees,median_target_depth_um
all_resolvable_sensitivity,pooled_descriptive,2,nearest_visible_surface,6,48,912,0.7014528831222427,2.6531461270589145,0.039623386721060264,0.6675963639627094,7.496949034498004,16.47543005044253
all_resolvable_sensitivity,pooled_descriptive,2,same_eye_outer_ridge,6,48,912,0.9734122273881913,3.940630094638889,0.0563200794469253,0.9293894619507421,6.963804199444052,16.47543005044253
all_resolvable_sensitivity,pooled_descriptive,2,same_eye_template,6,48,912,0.8799710003866729,4.03880735289578,0.049905286988245506,0.8788013650156294,6.919361301366166,16.47543005044253
all_resolvable_sensitivity,pooled_descriptive,2,six_neighbor_depth_shared_shape,6,48,912,0.5752208871330518,2.1220215714393773,0.03299077795636915,0.5620549388794096,6.72083623768987,16.47543005044253
all_resolvable_sensitivity,pooled_descriptive,2,six_neighbor_surface,6,48,912,0.5793795641263386,2.112982076965595,0.032994338730827424,0.5427544234153494,6.294867591813128,16.47543005044253
all_resolvable_sensitivity,pooled_descriptive,3,axisymmetric_ellipsoid,6,48,1776,13.331874437019511,30.000782281090473,0.8881140322528844,13.602620723553063,7.263035304033044,16.4909006503999
all_resolvable_sensitivity,pooled_descriptive,3,graph_harmonic_depth_shared_shape,6,48,1776,0.6549477778817805,2.262037022410941,0.03666468145909074,0.6113912742923517,6.763254494287796,16.4909006503999
all_resolvable_sensitivity,pooled_descriptive,3,nearest_visible_surface,6,48,1776,0.771216931922279,3.0128712227931223,0.04346096774179455,0.7028662618260615,7.866846234605124,16.4909006503999
all_resolvable_sensitivity,pooled_descriptive,3,same_eye_outer_ridge,6,48,1776,1.0067404082947498,4.210090241270205,0.05855962041772496,0.9436830628672812,7.241269032999517,16.4909006503999
all_resolvable_sensitivity,pooled_descriptive,3,same_eye_template,6,48,1776,0.9384655918564464,4.316847462499707,0.053130994470506746,0.9252453594099608,7.008506036862379,16.4909006503999
all_resolvable_sensitivity,pooled_descriptive,3,six_neighbor_depth_shared_shape,6,48,1776,0.6820794999318409,2.483989031312534,0.03772053034333542,0.629336216206501,6.76325449428777,16.4909006503999
all_resolvable_sensitivity,pooled_descriptive,3,six_neighbor_surface,6,48,1776,0.6852680556449996,2.5021801170065157,0.03753367107977859,0.6103443268057323,6.627253724705689,16.4909006503999
