scenario,source_volume,shift_c0,shift_c1,shift_c2,shift_c3,shift_c4,shift_c5
heldout_residual_20231107,20231107,13.56593925598688,-0.020030997324653153,0.0,1.110985618212263,0.0,1.1260029252857597
heldout_residual_20240530,20240530,-3.5222567598861403,0.13335042423785534,0.0,-0.3695054641157392,0.0,0.06878828454557386
heldout_residual_20240701,20240701,-5.830130362785987,-0.11928102141052577,0.0,-0.3628823512127678,0.0,-0.21927875534829688
