heldout_volume,n_lenses,median_81pt_mae_um,median_81pt_normalized_mae,p90_81pt_normalized_mae
20231107,1584,13.788165369097241,0.4808349684036124,0.5722917445128215
20240530,1592,3.639081172908514,0.22766106068705477,0.4585044966607683
20240701,1699,6.361272025882381,0.47509541506422426,0.8749101191537266
