lens_id,block,z,x,radius_voxels,method,target_valid,mae_voxels,median_target_thickness_voxels,nonpositive_predicted_thickness_fraction
49,2,460,289,19.444020683226487,outer_ellipsoid,False,,,0.0
49,2,460,289,19.444020683226487,frozen_training_template,False,,,0.0
49,2,460,289,19.444020683226487,frozen_outer_geometry,False,,,0.0
50,2,460,410,19.1396262212285,outer_ellipsoid,False,,,0.0
50,2,460,410,19.1396262212285,frozen_training_template,False,,,0.0
50,2,460,410,19.1396262212285,frozen_outer_geometry,False,,,0.0
51,2,463,139,20.774446585959712,outer_ellipsoid,True,29.203727150893652,22.0,0.0
51,2,463,139,20.774446585959712,frozen_training_template,True,5.264423152968231,22.0,0.0
51,2,463,139,20.774446585959712,frozen_outer_geometry,True,3.301731578283098,22.0,0.0
52,2,463,371,18.872726637466517,outer_ellipsoid,False,,,0.0
52,2,463,371,18.872726637466517,frozen_training_template,False,,,0.0
52,2,463,371,18.872726637466517,frozen_outer_geometry,False,,,0.0
53,2,464,330,19.652437054601194,outer_ellipsoid,True,31.563034805028177,23.68281123959831,0.0
53,2,464,330,19.652437054601194,frozen_training_template,True,5.648304598344799,23.68281123959831,0.0
53,2,464,330,19.652437054601194,frozen_outer_geometry,True,2.654784936162572,23.68281123959831,0.0
54,3,473,73,20.570024904073154,outer_ellipsoid,True,29.633940368255637,21.480786053719044,0.0
54,3,473,73,20.570024904073154,frozen_training_template,True,5.5410424586224405,21.480786053719044,0.0
54,3,473,73,20.570024904073154,frozen_outer_geometry,True,3.341978392666202,21.480786053719044,0.0
55,3,474,182,20.469635046998377,outer_ellipsoid,True,29.777644635833582,21.805506560521394,0.0
55,3,474,182,20.469635046998377,frozen_training_template,True,4.531540404760173,21.805506560521394,0.0
55,3,474,182,20.469635046998377,frozen_outer_geometry,True,2.5350254252105278,21.805506560521394,0.0
56,3,485,223,19.718529176403507,outer_ellipsoid,False,,,0.0
56,3,485,223,19.718529176403507,frozen_training_template,False,,,0.0
56,3,485,223,19.718529176403507,frozen_outer_geometry,False,,,0.0
57,3,488,113,20.08671290672219,outer_ellipsoid,True,30.627744809897706,22.61027496369107,0.0
57,3,488,113,20.08671290672219,frozen_training_template,True,5.568917661717559,22.61027496369107,0.0
57,3,488,113,20.08671290672219,frozen_outer_geometry,True,3.561309635385565,22.61027496369107,0.0
58,3,490,265,19.222378386984943,outer_ellipsoid,False,,,0.0
58,3,490,265,19.222378386984943,frozen_training_template,False,,,0.0
58,3,490,265,19.222378386984943,frozen_outer_geometry,False,,,0.0
59,3,491,389,25.27178662308053,outer_ellipsoid,False,,,0.0
59,3,491,389,25.27178662308053,frozen_training_template,False,,,0.0
59,3,491,389,25.27178662308053,frozen_outer_geometry,False,,,0.0
60,3,492,348,20.506096654409877,outer_ellipsoid,False,,,0.0
60,3,492,348,20.506096654409877,frozen_training_template,False,,,0.0
60,3,492,348,20.506096654409877,frozen_outer_geometry,False,,,0.0
61,3,493,47,19.99355743270879,outer_ellipsoid,True,35.68341552085493,24.04126762437386,0.0
61,3,493,47,19.99355743270879,frozen_training_template,True,6.016228273479775,24.04126762437386,0.0
61,3,493,47,19.99355743270879,frozen_outer_geometry,True,3.887653830123246,24.04126762437386,0.0
62,3,493,307,19.65052139181119,outer_ellipsoid,True,34.51899109056413,24.0,0.0
62,3,493,307,19.65052139181119,frozen_training_template,True,5.945181822620026,24.0,0.0
62,3,493,307,19.65052139181119,frozen_outer_geometry,True,2.4223410987278178,24.0,0.0
