sample,fold,method,mae_intensity,normalised_mae,correlation,centre_error_voxels_affine,centre_error_voxels_translation,centre_error_voxels_outer_only
16,0,background,21.034845132743364,0.22863962100808005,-0.26720504693147346,1.7462171968484104,1.346291201783626,7.211102550927978
16,0,global_population,15.610711496823612,0.16968164670460448,0.6435113718292449,1.7462171968484104,1.346291201783626,7.211102550927978
16,0,axisymmetric_population,15.65243391045218,0.17013515120056716,0.5945445459595379,1.7462171968484104,1.346291201783626,7.211102550927978
16,0,nearest_cone,21.06767518084006,0.22899646935695717,0.46743413700070124,1.7462171968484104,1.346291201783626,7.211102550927978
16,0,local_population,17.382726888565287,0.18894268357136182,0.5718851791449082,1.7462171968484104,1.346291201783626,7.211102550927978
17,0,background,22.418325958702066,0.2254230865631182,-0.1908946802004807,1.4331625951825082,0.9013878188660043,6.324555320336764
17,0,global_population,15.64158404683255,0.15728088533768306,0.6708918038178912,1.4331625951825082,0.9013878188660043,6.324555320336764
17,0,axisymmetric_population,17.40476593346541,0.1750102155200145,0.5257326226131771,1.4331625951825082,0.9013878188660043,6.324555320336764
17,0,nearest_cone,20.35238462768386,0.20464941807625842,0.5668920353551824,1.4331625951825082,0.9013878188660043,6.324555320336764
17,0,local_population,17.350295953150717,0.1744625032996556,0.6192975851406302,1.4331625951825082,0.9013878188660043,6.324555320336764
18,0,background,24.956305309734514,0.22282415455120103,-0.17752629708752166,2.0107928799409382,2.0155644370746373,4.6097722286464435
18,0,global_population,17.506686258163302,0.15630969873360093,0.6410641785446888,2.0107928799409382,2.0155644370746373,4.6097722286464435
18,0,axisymmetric_population,21.33507608879957,0.19049175079285333,0.3941438765848533,2.0107928799409382,2.0155644370746373,4.6097722286464435
18,0,nearest_cone,20.315104895044836,0.1813848651343289,0.5984537101782915,2.0107928799409382,2.0155644370746373,4.6097722286464435
18,0,local_population,17.625949038325857,0.1573745449850523,0.6538829486597585,2.0107928799409382,2.0155644370746373,4.6097722286464435
25,0,background,22.946349557522122,0.2249642113482561,-0.19312633025336032,2.037665401526481,1.6007810593582121,7.632168761236874
25,0,global_population,14.773046858103736,0.14483379272650723,0.7281859476181771,2.037665401526481,1.6007810593582121,7.632168761236874
25,0,axisymmetric_population,17.20996460375405,0.1687251431740593,0.5812591462738412,2.037665401526481,1.6007810593582121,7.632168761236874
25,0,nearest_cone,19.40863579806082,0.19028074311824333,0.5807256132920765,2.037665401526481,1.6007810593582121,7.632168761236874
25,0,local_population,15.378430751895369,0.15076892894015068,0.717974486161908,2.037665401526481,1.6007810593582121,7.632168761236874
26,0,background,24.4577802359882,0.22438330491732292,-0.14920670671954073,2.5041186587363065,2.3048861143232218,7.810249675906654
26,0,global_population,20.603929565067123,0.18902687674373508,0.4489125648388799,2.5041186587363065,2.3048861143232218,7.810249675906654
26,0,axisymmetric_population,21.839778524263206,0.2003649405895707,0.3435123851994539,2.5041186587363065,2.3048861143232218,7.810249675906654
26,0,nearest_cone,22.14384381698839,0.20315453043108614,0.5102837914796858,2.5041186587363065,2.3048861143232218,7.810249675906654
26,0,local_population,20.0155240102345,0.1836286606443532,0.5249477910659031,2.5041186587363065,2.3048861143232218,7.810249675906654
27,0,background,23.987647492625367,0.23987647492625366,-0.18861193894342348,1.7837253619252993,1.6101242188104656,7.488658090739626
27,0,global_population,16.717104991585398,0.16717104991585396,0.6593957459950973,1.7837253619252993,1.6101242188104656,7.488658090739626
27,0,axisymmetric_population,18.43929085989263,0.1843929085989263,0.5443243815275394,1.7837253619252993,1.6101242188104656,7.488658090739626
27,0,nearest_cone,20.04769895161481,0.2004769895161481,0.5995039222149673,1.7837253619252993,1.6101242188104656,7.488658090739626
27,0,local_population,16.246982118480123,0.16246982118480122,0.70505881537203,1.7837253619252993,1.6101242188104656,7.488658090739626
33,0,background,24.262721238938052,0.22675440410222478,-0.2256103419823014,0.24130946971850523,0.75,5.8523499553597995
33,0,global_population,14.989123647132862,0.14008526773021365,0.7594201311383643,0.24130946971850523,0.75,5.8523499553597995
33,0,axisymmetric_population,18.93472720845641,0.1769600673687515,0.5149967376969498,0.24130946971850523,0.75,5.8523499553597995
33,0,nearest_cone,19.325449867950805,0.18061168100888603,0.636911087057172,0.24130946971850523,0.75,5.8523499553597995
33,0,local_population,15.19564111040886,0.14201533748045664,0.7640471144138483,0.24130946971850523,0.75,5.8523499553597995
34,0,background,23.897676991150444,0.23201628146748005,-0.21494396375539623,1.4593169795134633,1.6770509831248424,7.280109889280518
