sample,fold,method,mae_intensity,normalised_mae,correlation,centre_error_voxels_affine,centre_error_voxels_translation,centre_error_voxels_outer_only
4,0,background,8.71755162241888,0.217938790560472,0.29898984633069414,5.842907310421323,4.743416490252569,2.8284271247461903
4,0,global_population,8.96011881030903,0.22400297025772575,0.363582052331459,5.842907310421323,4.743416490252569,2.8284271247461903
4,0,axisymmetric_population,8.816672317360112,0.2204168079340028,0.2990301388319616,5.842907310421323,4.743416490252569,2.8284271247461903
4,0,nearest_cone,8.837034570497446,0.22092586426243616,0.41478073289063194,5.842907310421323,4.743416490252569,2.8284271247461903
4,0,local_population,8.96011881030903,0.22400297025772575,0.363582052331459,5.842907310421323,4.743416490252569,2.8284271247461903
5,0,background,6.8053097345132745,0.203447226741802,0.33796816025014165,4.99352971069033,1.5811388300841898,7.810249675906654
5,0,global_population,6.584615597311675,0.19684949468794252,0.5825084787639989,4.99352971069033,1.5811388300841898,7.810249675906654
5,0,axisymmetric_population,6.919321424623715,0.20685564797081368,0.3232740735285526,4.99352971069033,1.5811388300841898,7.810249675906654
5,0,nearest_cone,6.646791068375933,0.19870825316519986,0.6179700779536738,4.99352971069033,1.5811388300841898,7.810249675906654
5,0,local_population,6.584615597311675,0.19684949468794252,0.5825084787639989,4.99352971069033,1.5811388300841898,7.810249675906654
0,1,background,7.514564896755163,0.27831721839833934,0.51221289523515,6.634737830872115,3.605551275463989,9.433981132056603
0,1,global_population,9.044582455262926,0.33498453538010836,0.3114149867180738,6.634737830872115,3.605551275463989,9.433981132056603
0,1,axisymmetric_population,7.289885204210165,0.2699957483040802,0.4914353609996306,6.634737830872115,3.605551275463989,9.433981132056603
0,1,nearest_cone,6.162851033200795,0.2282537419703998,0.387100716355853,6.634737830872115,3.605551275463989,9.433981132056603
0,1,local_population,9.044582455262926,0.33498453538010836,0.3114149867180738,6.634737830872115,3.605551275463989,9.433981132056603
2,2,background,9.160213864306785,0.3982701680133385,0.22872570283149357,23.396559247865664,1.4142135623730951,6.4031242374328485
2,2,global_population,12.924225684116276,0.5619228558311424,0.06255256218273685,23.396559247865664,1.4142135623730951,6.4031242374328485
2,2,axisymmetric_population,9.293895495862907,0.40408241286360463,0.18311437374921138,23.396559247865664,1.4142135623730951,6.4031242374328485
2,2,nearest_cone,9.102301744338384,0.39575224975384277,0.10745873034638292,23.396559247865664,1.4142135623730951,6.4031242374328485
2,2,local_population,12.924225684116276,0.5619228558311424,0.06255256218273685,23.396559247865664,1.4142135623730951,6.4031242374328485
3,3,background,6.092920353982301,0.22566371681415928,0.36426385460584604,3.0369118225780505,3.1622776601683795,8.54400374531753
3,3,global_population,7.431676415123169,0.27524727463419146,0.18629426704793906,3.0369118225780505,3.1622776601683795,8.54400374531753
3,3,axisymmetric_population,6.479396452922489,0.23997764640453664,0.25200364573268264,3.0369118225780505,3.1622776601683795,8.54400374531753
3,3,nearest_cone,8.31318281666939,0.307895659876644,-0.025189071513138803,3.0369118225780505,3.1622776601683795,8.54400374531753
3,3,local_population,7.431676415123169,0.27524727463419146,0.18629426704793906,3.0369118225780505,3.1622776601683795,8.54400374531753
1,4,background,6.168510324483776,0.29373858688017984,0.2612415202890233,5.370438225818005,4.47213595499958,4.0
1,4,global_population,5.733013160965703,0.2730006267126525,0.39667674383123347,5.370438225818005,4.47213595499958,4.0
1,4,axisymmetric_population,6.141062026155977,0.2924315250550465,0.2658422235430224,5.370438225818005,4.47213595499958,4.0
1,4,nearest_cone,5.46546654989028,0.26026031189953713,0.4613515874053724,5.370438225818005,4.47213595499958,4.0
1,4,local_population,5.733013160965703,0.2730006267126525,0.39667674383123347,5.370438225818005,4.47213595499958,4.0

